Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°246
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2020-01-14T18:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.532	 0.16	 0.27	 5.95	 12.05	 244.50	 16.64	 212.20	
-170	 0.532	 0.33	 0.26	 5.96	 12.24	 246.00	 16.53	 211.66	
-160	 0.532	 0.50	 0.25	 5.97	 12.45	 247.50	 16.42	 211.10	
-150	 0.532	 0.66	 0.25	 5.99	 12.66	 249.00	 16.32	 210.54	
-140	 0.532	 0.80	 0.28	 5.99	 12.71	 249.33	 16.38	 210.27	
-130	 0.532	 0.94	 0.30	 6.00	 12.77	 249.67	 16.43	 209.99	
-120	 0.532	 1.07	 0.32	 6.01	 12.82	 250.00	 16.49	 209.72	
-110	 0.532	 1.19	 0.31	 6.01	 12.88	 250.33	 16.55	 209.46	
-100	 0.532	 1.30	 0.31	 6.02	 12.93	 250.67	 16.61	 209.19	
-90	 0.532	 1.41	 0.31	 6.03	 12.99	 251.00	 16.67	 208.93	
-80	 0.532	 1.49	 0.31	 6.03	 13.02	 251.67	 16.74	 208.40	
-70	 0.532	 1.57	 0.32	 6.02	 13.04	 252.33	 16.82	 207.87	
-60	 0.532	 1.64	 0.31	 6.02	 13.07	 253.00	 16.90	 207.35	
-50	 0.532	 1.71	 0.31	 6.02	 13.10	 253.67	 16.98	 206.83	
-40	 0.532	 1.76	 0.30	 6.01	 13.13	 254.33	 17.06	 206.32	
-30	 0.532	 1.81	 0.30	 6.01	 13.16	 255.00	 17.14	 205.82	
-20	 0.532	 1.84	 0.30	 6.00	 13.16	 255.17	 16.96	 205.07	
-10	 0.532	 1.86	 0.30	 5.99	 13.16	 255.33	 16.77	 204.30	
  0	 0.532	 1.88	 0.30	 5.98	 13.16	 255.50	 16.59	 203.52	
 10	 0.532	 1.87	 0.30	 5.97	 13.16	 255.67	 16.42	 202.72	
 20	 0.532	 1.85	 0.30	 5.96	 13.16	 255.83	 16.24	 201.90	
 30	 0.532	 1.83	 0.31	 5.95	 13.16	 256.00	 16.07	 201.07	
 40	 0.532	 1.78	 0.31	 5.93	 13.16	 255.83	 16.04	 201.37	
 50	 0.532	 1.72	 0.30	 5.92	 13.16	 255.67	 16.02	 201.68	
 60	 0.532	 1.65	 0.29	 5.90	 13.16	 255.50	 15.99	 201.98	
 70	 0.532	 1.56	 0.28	 5.88	 13.16	 255.33	 15.96	 202.29	
 80	 0.532	 1.47	 0.27	 5.87	 13.16	 255.17	 15.94	 202.60	
 90	 0.532	 1.37	 0.27	 5.85	 13.16	 255.00	 15.91	 202.91	
100	 0.532	 1.24	 0.27	 5.83	 13.16	 255.00	 16.00	 202.45	
110	 0.532	 1.12	 0.28	 5.81	 13.16	 255.00	 16.08	 202.00	
120	 0.532	 0.99	 0.29	 5.80	 13.16	 255.00	 16.17	 201.56	
130	 0.532	 0.85	 0.30	 5.78	 13.16	 255.00	 16.26	 201.12	
140	 0.532	 0.71	 0.30	 5.76	 13.16	 255.00	 16.34	 200.68	
150	 0.532	 0.57	 0.28	 5.75	 13.16	 255.00	 16.43	 200.25	
160	 0.532	 0.42	 0.28	 5.73	 13.19	 255.00	 16.41	 200.00	
170	 0.532	 0.26	 0.27	 5.72	 13.22	 255.00	 16.38	 199.74	
180	 0.532	 0.11	 0.25	 5.71	 13.25	 255.00	 16.36	 199.49	
