Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°49
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.880	 0.37	 0.80	 5.51	 12.79	 262.53	 16.47	 242.36	
-170	 0.880	 0.52	 0.80	 5.50	 12.77	 263.39	 16.49	 240.72	
-160	 0.880	 0.66	 0.79	 5.49	 12.73	 263.93	 16.54	 239.47	
-150	 0.880	 0.80	 0.79	 5.49	 12.67	 264.06	 16.59	 238.25	
-140	 0.880	 0.93	 0.79	 5.47	 12.63	 263.98	 16.62	 237.65	
-130	 0.880	 1.04	 0.79	 5.47	 12.61	 263.81	 16.66	 237.08	
-120	 0.880	 1.16	 0.79	 5.46	 12.63	 263.75	 16.66	 237.46	
-110	 0.880	 1.26	 0.79	 5.45	 12.61	 263.18	 16.67	 237.30	
-100	 0.880	 1.35	 0.79	 5.44	 12.63	 262.92	 16.67	 238.31	
-90	 0.880	 1.44	 0.79	 5.44	 12.67	 263.09	 16.69	 238.83	
-80	 0.880	 1.51	 0.79	 5.43	 12.68	 263.35	 16.71	 239.76	
-70	 0.880	 1.58	 0.78	 5.41	 12.66	 263.41	 16.71	 240.32	
-60	 0.880	 1.64	 0.79	 5.41	 12.61	 263.07	 16.68	 240.72	
-50	 0.880	 1.70	 0.78	 5.41	 12.61	 262.70	 16.64	 241.66	
-40	 0.880	 1.73	 0.78	 5.39	 12.59	 262.20	 16.58	 242.36	
-30	 0.880	 1.77	 0.78	 5.38	 12.56	 261.32	 16.50	 243.02	
-20	 0.880	 1.79	 0.78	 5.38	 12.51	 260.40	 16.47	 244.08	
-10	 0.880	 1.81	 0.78	 5.37	 12.47	 259.49	 16.44	 245.48	
  0	 0.880	 1.82	 0.78	 5.36	 12.45	 258.73	 16.46	 246.49	
 10	 0.880	 1.81	 0.78	 5.35	 12.42	 257.99	 16.50	 247.58	
 20	 0.880	 1.80	 0.78	 5.34	 12.41	 257.09	 16.52	 248.37	
 30	 0.880	 1.77	 0.78	 5.33	 12.38	 256.19	 16.52	 249.71	
 40	 0.880	 1.73	 0.78	 5.32	 12.36	 255.65	 16.50	 250.98	
 50	 0.880	 1.68	 0.78	 5.31	 12.37	 255.49	 16.54	 252.50	
 60	 0.880	 1.62	 0.78	 5.30	 12.37	 255.09	 16.57	 253.95	
 70	 0.880	 1.55	 0.78	 5.29	 12.34	 255.51	 16.63	 254.73	
 80	 0.880	 1.46	 0.77	 5.29	 12.29	 255.98	 16.72	 255.45	
 90	 0.880	 1.36	 0.77	 5.28	 12.23	 256.43	 16.82	 255.79	
100	 0.880	 1.26	 0.76	 5.28	 12.12	 256.99	 16.93	 256.26	
110	 0.880	 1.13	 0.76	 5.27	 12.00	 257.76	 16.97	 257.24	
120	 0.880	 1.00	 0.76	 5.27	 11.85	 258.51	 17.02	 257.66	
130	 0.880	 0.85	 0.76	 5.26	 11.70	 258.77	 17.06	 257.69	
140	 0.880	 0.70	 0.76	 5.26	 11.58	 258.84	 17.06	 258.07	
150	 0.880	 0.54	 0.76	 5.26	 11.51	 259.36	 17.02	 258.29	
160	 0.880	 0.36	 0.77	 5.25	 11.43	 259.78	 17.00	 257.37	
170	 0.880	 0.18	 0.77	 5.25	 11.35	 259.85	 17.02	 256.22	
180	 0.880	 0.00	 0.78	 5.25	 11.29	 259.99	 17.01	 253.79	
