Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°43
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.840	 0.29	 0.10	 4.05	 11.23	 254.82	 18.67	 207.03	
-170	 0.840	 0.44	 0.10	 4.05	 11.16	 254.83	 18.63	 205.11	
-160	 0.840	 0.59	 0.10	 4.05	 11.06	 254.94	 18.59	 203.93	
-150	 0.840	 0.73	 0.11	 4.05	 10.96	 255.34	 18.52	 202.72	
-140	 0.840	 0.87	 0.10	 4.05	 10.85	 255.35	 18.41	 202.30	
-130	 0.840	 1.00	 0.11	 4.05	 10.79	 255.38	 18.34	 201.62	
-120	 0.840	 1.13	 0.10	 4.05	 10.74	 255.45	 18.28	 200.71	
-110	 0.840	 1.24	 0.11	 4.05	 10.71	 255.10	 18.28	 200.16	
-100	 0.840	 1.35	 0.12	 4.05	 10.69	 255.03	 18.27	 200.51	
-90	 0.840	 1.44	 0.12	 4.05	 10.69	 254.50	 18.22	 201.25	
-80	 0.840	 1.54	 0.12	 4.05	 10.72	 254.02	 18.19	 201.10	
-70	 0.840	 1.61	 0.12	 4.05	 10.73	 253.70	 18.22	 199.90	
-60	 0.840	 1.68	 0.12	 4.05	 10.71	 253.71	 18.22	 199.35	
-50	 0.840	 1.74	 0.12	 4.04	 10.69	 254.18	 18.24	 198.92	
-40	 0.840	 1.79	 0.12	 4.05	 10.67	 254.54	 18.26	 198.25	
-30	 0.840	 1.83	 0.12	 4.05	 10.62	 255.52	 18.27	 197.92	
-20	 0.840	 1.86	 0.12	 4.05	 10.58	 256.31	 18.30	 197.91	
-10	 0.840	 1.87	 0.12	 4.04	 10.56	 256.92	 18.27	 198.35	
  0	 0.840	 1.88	 0.12	 4.05	 10.53	 257.25	 18.26	 198.11	
 10	 0.840	 1.88	 0.12	 4.04	 10.48	 257.21	 18.27	 198.30	
 20	 0.840	 1.86	 0.12	 4.05	 10.41	 257.24	 18.21	 197.32	
 30	 0.840	 1.84	 0.12	 4.04	 10.35	 256.83	 18.17	 197.19	
 40	 0.840	 1.79	 0.12	 4.05	 10.25	 256.28	 18.09	 196.68	
 50	 0.840	 1.74	 0.12	 4.04	 10.15	 255.73	 18.04	 197.14	
 60	 0.840	 1.68	 0.12	 4.04	 10.05	 255.60	 17.95	 198.26	
 70	 0.840	 1.61	 0.12	 4.04	 9.99	 255.95	 17.83	 199.28	
 80	 0.840	 1.52	 0.12	 4.04	 9.96	 256.55	 17.75	 200.87	
 90	 0.840	 1.43	 0.11	 4.03	 9.94	 257.00	 17.68	 202.42	
100	 0.840	 1.33	 0.11	 4.02	 9.96	 257.30	 17.57	 203.86	
110	 0.840	 1.21	 0.11	 4.02	 9.98	 257.19	 17.43	 205.64	
120	 0.840	 1.09	 0.12	 4.01	 10.00	 256.90	 17.29	 207.42	
130	 0.840	 0.95	 0.12	 4.01	 10.02	 256.06	 17.14	 209.20	
140	 0.840	 0.81	 0.12	 4.00	 10.05	 254.83	 17.02	 211.34	
150	 0.840	 0.66	 0.12	 3.99	 10.07	 254.17	 16.88	 213.13	
160	 0.840	 0.50	 0.11	 3.99	 10.08	 253.92	 16.74	 215.13	
170	 0.840	 0.34	 0.11	 3.98	 10.10	 253.96	 16.60	 217.04	
180	 0.840	 0.17	 0.12	 3.98	 10.13	 253.93	 16.52	 218.87	
