Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°35
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.960	 0.16	 0.23	 4.12	 12.90	 244.87	 5.86	 218.76	
-170	 1.960	 0.35	 0.23	 4.12	 12.98	 243.12	 5.79	 219.97	
-160	 1.960	 0.54	 0.22	 4.11	 13.02	 241.52	 5.69	 220.53	
-150	 1.960	 0.73	 0.22	 4.10	 13.09	 239.87	 5.58	 220.24	
-140	 1.960	 0.90	 0.21	 4.10	 13.13	 238.76	 5.48	 220.91	
-130	 1.960	 1.07	 0.21	 4.09	 13.21	 238.17	 5.41	 221.77	
-120	 1.960	 1.22	 0.21	 4.09	 13.33	 238.15	 5.34	 222.23	
-110	 1.960	 1.36	 0.22	 4.08	 13.41	 238.53	 5.33	 222.98	
-100	 1.960	 1.49	 0.22	 4.07	 13.49	 238.71	 5.33	 223.48	
-90	 1.960	 1.61	 0.22	 4.06	 13.54	 238.54	 5.35	 224.69	
-80	 1.960	 1.72	 0.22	 4.06	 13.55	 237.82	 5.43	 225.61	
-70	 1.960	 1.81	 0.22	 4.05	 13.56	 237.23	 5.53	 226.65	
-60	 1.960	 1.90	 0.23	 4.04	 13.53	 236.20	 5.68	 227.95	
-50	 1.960	 1.96	 0.23	 4.03	 13.53	 234.99	 5.78	 229.14	
-40	 1.960	 2.02	 0.23	 4.02	 13.54	 233.93	 5.87	 230.58	
-30	 1.960	 2.06	 0.23	 4.01	 13.56	 233.31	 5.95	 231.97	
-20	 1.960	 2.10	 0.23	 4.00	 13.60	 232.52	 6.04	 232.95	
-10	 1.960	 2.11	 0.23	 3.99	 13.64	 231.48	 6.10	 233.52	
  0	 1.960	 2.11	 0.23	 3.98	 13.67	 230.54	 6.14	 233.34	
 10	 1.960	 2.10	 0.23	 3.96	 13.73	 230.22	 6.15	 232.85	
 20	 1.960	 2.08	 0.23	 3.95	 13.80	 230.20	 6.15	 231.71	
 30	 1.960	 2.05	 0.23	 3.94	 13.87	 229.80	 6.13	 230.86	
 40	 1.960	 2.01	 0.23	 3.93	 13.92	 229.32	 6.15	 231.06	
 50	 1.960	 1.95	 0.23	 3.92	 13.98	 228.44	 6.12	 231.16	
 60	 1.960	 1.89	 0.23	 3.91	 14.05	 227.38	 6.05	 232.30	
 70	 1.960	 1.80	 0.23	 3.88	 14.08	 226.48	 6.03	 233.41	
 80	 1.960	 1.72	 0.23	 3.88	 14.06	 225.38	 6.02	 235.05	
 90	 1.960	 1.62	 0.23	 3.86	 14.07	 224.55	 6.02	 236.44	
100	 1.960	 1.51	 0.23	 3.84	 14.08	 223.69	 5.96	 236.99	
110	 1.960	 1.39	 0.23	 3.83	 14.11	 223.23	 5.91	 237.61	
120	 1.960	 1.26	 0.23	 3.82	 14.13	 222.92	 5.89	 237.19	
130	 1.960	 1.13	 0.22	 3.80	 14.15	 222.12	 5.87	 236.28	
140	 1.960	 0.98	 0.22	 3.79	 14.21	 220.91	 5.86	 235.02	
150	 1.960	 0.82	 0.22	 3.78	 14.23	 219.63	 5.88	 233.49	
160	 1.960	 0.66	 0.22	 3.77	 14.25	 218.48	 5.87	 231.56	
170	 1.960	 0.49	 0.22	 3.76	 14.28	 217.10	 5.92	 229.88	
180	 1.960	 0.32	 0.21	 3.75	 14.35	 215.86	 5.97	 227.61	
