Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°223
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2004-10-27T03:00:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.510	 0.24	 0.13	 1.42	 8.76	 257.79	 13.45	 131.71	
-170	 0.510	 0.39	 0.13	 1.45	 8.73	 257.61	 13.75	 131.67	
-160	 0.510	 0.54	 0.14	 1.49	 8.70	 257.43	 14.05	 131.63	
-150	 0.510	 0.68	 0.14	 1.52	 8.67	 257.25	 14.34	 131.59	
-140	 0.510	 0.82	 0.15	 1.56	 8.64	 257.07	 14.64	 131.55	
-130	 0.510	 0.95	 0.16	 1.59	 8.61	 256.90	 14.94	 131.50	
-120	 0.510	 1.07	 0.16	 1.63	 8.58	 256.72	 15.24	 131.46	
-110	 0.510	 1.19	 0.17	 1.68	 7.92	 242.03	 15.49	 131.37	
-100	 0.510	 1.29	 0.18	 1.72	 7.25	 227.34	 15.73	 131.28	
-90	 0.510	 1.39	 0.18	 1.77	 6.58	 212.66	 15.98	 131.19	
-80	 0.510	 1.48	 0.19	 1.82	 5.92	 197.97	 16.22	 131.10	
-70	 0.510	 1.56	 0.20	 1.87	 5.25	 183.28	 16.47	 131.01	
-60	 0.510	 1.63	 0.20	 1.92	 4.59	 168.60	 16.72	 130.92	
-50	 0.510	 1.69	 0.21	 1.98	 4.71	 167.60	 16.74	 132.08	
-40	 0.510	 1.75	 0.21	 2.04	 4.82	 166.60	 16.77	 133.24	
-30	 0.510	 1.79	 0.22	 2.10	 4.94	 165.60	 16.79	 134.40	
-20	 0.510	 1.82	 0.22	 2.16	 5.05	 164.60	 16.82	 135.56	
-10	 0.510	 1.84	 0.23	 2.22	 5.17	 163.60	 16.84	 136.72	
  0	 0.510	 1.85	 0.23	 2.28	 5.29	 162.60	 16.86	 137.88	
 10	 0.510	 1.84	 0.23	 2.33	 5.39	 162.77	 16.88	 139.09	
 20	 0.510	 1.83	 0.24	 2.39	 5.50	 162.93	 16.89	 140.29	
 30	 0.510	 1.80	 0.24	 2.44	 5.61	 163.10	 16.90	 141.49	
 40	 0.510	 1.76	 0.24	 2.49	 5.71	 163.27	 16.91	 142.69	
 50	 0.510	 1.70	 0.24	 2.54	 5.82	 163.43	 16.92	 143.90	
 60	 0.510	 1.64	 0.24	 2.60	 5.93	 163.60	 16.94	 145.10	
 70	 0.510	 1.56	 0.25	 2.65	 6.05	 164.60	 16.93	 146.56	
 80	 0.510	 1.47	 0.25	 2.71	 6.18	 165.60	 16.92	 148.01	
 90	 0.510	 1.37	 0.26	 2.77	 6.30	 166.60	 16.91	 149.47	
100	 0.510	 1.25	 0.26	 2.82	 6.43	 167.60	 16.90	 150.93	
110	 0.510	 1.13	 0.27	 2.88	 6.55	 168.60	 16.89	 152.39	
120	 0.510	 0.99	 0.27	 2.94	 6.68	 169.59	 16.88	 153.84	
130	 0.510	 0.85	 0.27	 2.99	 6.81	 170.59	 16.83	 154.68	
140	 0.510	 0.69	 0.28	 3.03	 6.94	 171.59	 16.78	 155.53	
150	 0.510	 0.53	 0.28	 3.08	 7.07	 172.59	 16.73	 156.37	
160	 0.510	 0.36	 0.28	 3.13	 7.20	 173.59	 16.67	 157.21	
170	 0.510	 0.18	 0.28	 3.18	 7.34	 174.59	 16.62	 158.05	
180	 0.510	 0.01	 0.28	 3.23	 7.47	 175.59	 16.57	 158.89	
