Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°3
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.940	 -0.10	 0.58	 6.22	 23.43	 242.45	 20.12	 270.99	
-170	 1.940	 0.08	 0.58	 6.23	 23.50	 242.44	 20.22	 270.97	
-160	 1.940	 0.27	 0.57	 6.26	 23.55	 242.40	 20.28	 271.24	
-150	 1.940	 0.44	 0.58	 6.28	 23.63	 242.53	 20.32	 271.17	
-140	 1.940	 0.61	 0.58	 6.30	 23.73	 242.76	 20.38	 271.25	
-130	 1.940	 0.77	 0.57	 6.32	 23.84	 242.97	 20.42	 270.90	
-120	 1.940	 0.94	 0.57	 6.33	 24.01	 243.49	 20.48	 270.77	
-110	 1.940	 1.08	 0.57	 6.35	 24.15	 244.40	 20.55	 269.89	
-100	 1.940	 1.22	 0.57	 6.37	 24.27	 245.27	 20.62	 269.69	
-90	 1.940	 1.35	 0.57	 6.38	 24.38	 246.42	 20.64	 269.99	
-80	 1.940	 1.47	 0.57	 6.40	 24.44	 247.67	 20.67	 270.36	
-70	 1.940	 1.57	 0.58	 6.41	 24.50	 248.75	 20.68	 270.71	
-60	 1.940	 1.67	 0.58	 6.43	 24.49	 249.75	 20.68	 270.62	
-50	 1.940	 1.74	 0.58	 6.44	 24.52	 250.16	 20.65	 271.22	
-40	 1.940	 1.81	 0.57	 6.46	 24.61	 250.89	 20.64	 271.35	
-30	 1.940	 1.87	 0.58	 6.47	 24.70	 251.38	 20.65	 271.77	
-20	 1.940	 1.89	 0.57	 6.50	 24.82	 251.58	 20.66	 272.81	
-10	 1.940	 1.92	 0.57	 6.50	 24.98	 252.65	 20.70	 273.08	
  0	 1.940	 1.93	 0.56	 6.52	 25.16	 253.55	 20.75	 273.32	
 10	 1.940	 1.93	 0.56	 6.53	 25.35	 254.68	 20.80	 273.66	
 20	 1.940	 1.90	 0.56	 6.54	 25.49	 255.64	 20.82	 273.72	
 30	 1.940	 1.87	 0.56	 6.56	 25.62	 256.22	 20.84	 274.06	
 40	 1.940	 1.83	 0.56	 6.57	 25.74	 256.61	 20.84	 274.66	
 50	 1.940	 1.77	 0.57	 6.58	 25.83	 256.43	 20.86	 276.00	
 60	 1.940	 1.69	 0.57	 6.60	 25.93	 256.61	 20.88	 277.88	
 70	 1.940	 1.62	 0.56	 6.61	 26.04	 256.34	 20.90	 279.15	
 80	 1.940	 1.52	 0.56	 6.62	 26.13	 255.49	 20.87	 280.19	
 90	 1.940	 1.43	 0.56	 6.62	 26.24	 254.52	 20.78	 280.48	
100	 1.940	 1.32	 0.56	 6.63	 26.35	 253.47	 20.67	 280.78	
110	 1.940	 1.21	 0.56	 6.65	 26.43	 252.80	 20.53	 280.83	
120	 1.940	 1.08	 0.56	 6.66	 26.54	 251.70	 20.35	 279.94	
130	 1.940	 0.95	 0.55	 6.66	 26.59	 251.22	 20.20	 280.17	
140	 1.940	 0.81	 0.55	 6.67	 26.66	 251.61	 20.07	 280.56	
150	 1.940	 0.67	 0.55	 6.68	 26.66	 252.27	 20.00	 281.61	
160	 1.940	 0.52	 0.55	 6.69	 26.64	 252.81	 19.93	 283.01	
170	 1.940	 0.38	 0.55	 6.69	 26.64	 252.98	 19.89	 284.60	
180	 1.940	 0.23	 0.55	 6.71	 26.60	 253.17	 19.86	 287.21	
