Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°74
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.490	 0.18	 0.04	 4.71	 13.55	 258.73	 14.44	 294.99	
-170	 0.490	 0.36	 0.04	 4.73	 13.50	 258.27	 14.51	 294.48	
-160	 0.490	 0.54	 0.04	 4.74	 13.45	 258.13	 14.59	 294.47	
-150	 0.490	 0.72	 0.03	 4.75	 13.42	 257.81	 14.67	 294.70	
-140	 0.490	 0.89	 0.04	 4.76	 13.39	 258.08	 14.76	 294.34	
-130	 0.490	 1.04	 0.04	 4.77	 13.40	 258.55	 14.85	 293.62	
-120	 0.490	 1.18	 0.04	 4.79	 13.41	 259.14	 14.86	 293.35	
-110	 0.490	 1.32	 0.03	 4.80	 13.48	 259.79	 14.89	 292.28	
-100	 0.490	 1.44	 0.03	 4.82	 13.53	 260.30	 14.89	 292.32	
-90	 0.490	 1.56	 0.03	 4.83	 13.59	 260.90	 14.86	 291.98	
-80	 0.490	 1.66	 0.04	 4.85	 13.64	 260.93	 14.88	 292.15	
-70	 0.490	 1.75	 0.04	 4.86	 13.66	 260.85	 14.90	 292.47	
-60	 0.490	 1.83	 0.04	 4.88	 13.66	 260.49	 14.89	 293.10	
-50	 0.490	 1.89	 0.04	 4.90	 13.63	 259.89	 14.93	 293.39	
-40	 0.490	 1.95	 0.04	 4.91	 13.58	 258.99	 14.97	 292.75	
-30	 0.490	 1.98	 0.04	 4.93	 13.52	 258.22	 15.01	 292.08	
-20	 0.490	 2.01	 0.04	 4.95	 13.48	 257.55	 15.09	 291.01	
-10	 0.490	 2.03	 0.04	 4.97	 13.45	 257.09	 15.17	 290.45	
  0	 0.490	 2.04	 0.04	 4.97	 13.44	 256.89	 15.24	 289.41	
 10	 0.490	 2.03	 0.04	 5.00	 13.45	 256.78	 15.30	 288.99	
 20	 0.490	 2.01	 0.04	 5.01	 13.52	 256.66	 15.32	 288.83	
 30	 0.490	 1.99	 0.04	 5.03	 13.62	 256.72	 15.34	 288.60	
 40	 0.490	 1.94	 0.04	 5.04	 13.73	 256.84	 15.32	 288.78	
 50	 0.490	 1.89	 0.04	 5.05	 13.83	 256.81	 15.27	 289.05	
 60	 0.490	 1.82	 0.04	 5.07	 13.91	 256.92	 15.24	 288.94	
 70	 0.490	 1.74	 0.04	 5.08	 13.98	 256.88	 15.16	 288.14	
 80	 0.490	 1.65	 0.04	 5.09	 14.02	 256.65	 15.07	 286.91	
 90	 0.490	 1.55	 0.04	 5.10	 14.04	 256.40	 14.99	 285.72	
100	 0.490	 1.44	 0.04	 5.11	 14.04	 255.74	 14.89	 285.42	
110	 0.490	 1.31	 0.04	 5.13	 14.04	 255.04	 14.79	 285.44	
120	 0.490	 1.18	 0.04	 5.13	 14.04	 254.55	 14.70	 285.78	
130	 0.490	 1.04	 0.04	 5.15	 14.05	 254.35	 14.59	 286.34	
140	 0.490	 0.89	 0.03	 5.15	 14.07	 254.37	 14.53	 287.02	
150	 0.490	 0.73	 0.04	 5.16	 14.12	 254.26	 14.45	 288.25	
160	 0.490	 0.57	 0.04	 5.17	 14.15	 254.32	 14.34	 289.92	
170	 0.490	 0.40	 0.04	 5.17	 14.18	 254.62	 14.23	 291.16	
180	 0.490	 0.23	 0.03	 5.19	 14.20	 254.92	 14.10	 292.54	
