Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°219
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1960-04-05T22:50:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.420	 0.04	 0.03	 2.53	 10.94	 258.05	 9.06	 193.30	
-170	 0.420	 0.11	 0.03	 2.52	 10.93	 258.08	 9.05	 193.01	
-160	 0.420	 0.17	 0.03	 2.52	 10.93	 258.11	 9.04	 192.73	
-150	 0.420	 0.23	 0.03	 2.51	 10.92	 258.14	 9.03	 192.44	
-140	 0.420	 0.29	 0.03	 2.51	 10.92	 258.16	 9.02	 192.16	
-130	 0.420	 0.35	 0.03	 2.51	 10.91	 258.19	 9.02	 191.87	
-120	 0.420	 0.40	 0.03	 2.50	 10.91	 258.22	 9.01	 191.59	
-110	 0.420	 0.45	 0.03	 2.50	 10.91	 258.25	 9.00	 191.30	
-100	 0.420	 0.50	 0.04	 2.49	 10.90	 258.28	 8.99	 191.02	
-90	 0.420	 0.54	 0.04	 2.49	 10.90	 258.31	 8.98	 190.73	
-80	 0.420	 0.57	 0.04	 2.48	 10.89	 258.33	 8.98	 190.45	
-70	 0.420	 0.61	 0.04	 2.48	 10.89	 258.36	 8.97	 190.16	
-60	 0.420	 0.63	 0.04	 2.48	 10.88	 258.39	 8.96	 189.88	
-50	 0.420	 0.66	 0.04	 2.47	 10.88	 258.42	 8.95	 189.59	
-40	 0.420	 0.67	 0.04	 2.47	 10.87	 258.45	 8.95	 189.31	
-30	 0.420	 0.69	 0.04	 2.46	 10.87	 258.47	 8.94	 189.02	
-20	 0.420	 0.70	 0.04	 2.46	 10.86	 258.50	 8.93	 188.74	
-10	 0.420	 0.70	 0.04	 2.46	 10.86	 258.53	 8.92	 188.45	
  0	 0.420	 0.71	 0.04	 2.45	 10.85	 258.56	 8.91	 188.17	
 10	 0.420	 0.70	 0.04	 2.45	 10.85	 258.59	 8.91	 187.88	
 20	 0.420	 0.70	 0.04	 2.44	 10.85	 258.61	 8.90	 187.60	
 30	 0.420	 0.69	 0.04	 2.44	 10.84	 258.64	 8.89	 187.32	
 40	 0.420	 0.68	 0.04	 2.43	 10.84	 258.67	 8.88	 187.03	
 50	 0.420	 0.66	 0.04	 2.43	 10.83	 258.70	 8.87	 186.75	
 60	 0.420	 0.65	 0.04	 2.43	 10.83	 258.73	 8.87	 186.46	
 70	 0.420	 0.63	 0.04	 2.42	 10.82	 258.76	 8.86	 186.18	
 80	 0.420	 0.60	 0.04	 2.42	 10.82	 258.78	 8.81	 186.70	
 90	 0.420	 0.57	 0.04	 2.41	 10.82	 258.81	 8.77	 187.23	
100	 0.420	 0.54	 0.05	 2.41	 10.82	 258.84	 8.73	 187.75	
110	 0.420	 0.51	 0.05	 2.41	 10.82	 258.87	 8.68	 188.28	
120	 0.420	 0.48	 0.05	 2.40	 10.82	 258.90	 8.64	 188.80	
130	 0.420	 0.44	 0.05	 2.40	 10.82	 258.92	 8.59	 189.33	
140	 0.420	 0.40	 0.05	 2.39	 10.82	 258.95	 8.55	 189.85	
150	 0.420	 0.36	 0.05	 2.39	 10.82	 258.98	 8.51	 190.38	
160	 0.420	 0.31	 0.05	 2.39	 10.82	 259.01	 8.46	 190.90	
170	 0.420	 0.26	 0.05	 2.38	 10.82	 259.04	 8.42	 191.43	
180	 0.420	 0.21	 0.05	 2.38	 10.82	 259.07	 8.37	 191.95	
