Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°167
Type of Scenario: variation around a statistical event (scenario n°25) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.480	 0.38	 0.68	 4.72	 7.51	 234.72	 12.36	 177.77	
-170	 1.480	 0.53	 0.68	 4.73	 7.52	 234.15	 12.37	 179.21	
-160	 1.480	 0.66	 0.68	 4.74	 7.54	 234.07	 12.38	 180.30	
-150	 1.480	 0.79	 0.68	 4.74	 7.52	 234.35	 12.38	 181.71	
-140	 1.480	 0.93	 0.68	 4.75	 7.50	 234.79	 12.41	 182.48	
-130	 1.480	 1.04	 0.68	 4.76	 7.53	 235.46	 12.44	 183.43	
-120	 1.480	 1.16	 0.68	 4.77	 7.51	 236.24	 12.43	 183.19	
-110	 1.480	 1.27	 0.68	 4.78	 7.46	 237.10	 12.42	 182.54	
-100	 1.480	 1.36	 0.68	 4.78	 7.44	 237.72	 12.40	 180.97	
-90	 1.480	 1.45	 0.68	 4.79	 7.43	 237.50	 12.38	 179.16	
-80	 1.480	 1.53	 0.68	 4.81	 7.41	 237.53	 12.36	 178.16	
-70	 1.480	 1.61	 0.67	 4.82	 7.36	 238.06	 12.31	 177.18	
-60	 1.480	 1.66	 0.67	 4.82	 7.30	 239.18	 12.27	 176.42	
-50	 1.480	 1.71	 0.67	 4.82	 7.25	 239.71	 12.26	 174.79	
-40	 1.480	 1.75	 0.67	 4.84	 7.19	 240.37	 12.29	 173.35	
-30	 1.480	 1.80	 0.67	 4.84	 7.11	 241.50	 12.32	 172.35	
-20	 1.480	 1.81	 0.67	 4.85	 7.05	 242.38	 12.32	 171.00	
-10	 1.480	 1.82	 0.67	 4.86	 6.96	 242.75	 12.35	 168.74	
  0	 1.480	 1.83	 0.67	 4.86	 6.88	 242.68	 12.38	 167.35	
 10	 1.480	 1.81	 0.67	 4.86	 6.80	 242.97	 12.40	 166.48	
 20	 1.480	 1.79	 0.68	 4.86	 6.74	 243.36	 12.39	 165.62	
 30	 1.480	 1.76	 0.67	 4.87	 6.68	 243.16	 12.42	 164.62	
 40	 1.480	 1.71	 0.67	 4.87	 6.62	 242.71	 12.46	 163.83	
 50	 1.480	 1.65	 0.67	 4.88	 6.61	 242.49	 12.50	 163.11	
 60	 1.480	 1.59	 0.67	 4.88	 6.61	 242.28	 12.55	 162.47	
 70	 1.480	 1.51	 0.67	 4.89	 6.62	 241.82	 12.55	 162.42	
 80	 1.480	 1.41	 0.66	 4.89	 6.62	 241.42	 12.56	 163.06	
 90	 1.480	 1.30	 0.67	 4.90	 6.66	 241.36	 12.60	 163.51	
100	 1.480	 1.18	 0.67	 4.90	 6.69	 241.78	 12.61	 164.58	
110	 1.480	 1.05	 0.67	 4.90	 6.74	 241.70	 12.62	 166.37	
120	 1.480	 0.92	 0.67	 4.90	 6.82	 241.47	 12.63	 168.03	
130	 1.480	 0.77	 0.67	 4.90	 6.94	 241.32	 12.65	 168.95	
140	 1.480	 0.62	 0.66	 4.90	 7.02	 240.97	 12.62	 169.68	
150	 1.480	 0.46	 0.66	 4.90	 7.12	 240.76	 12.58	 170.22	
160	 1.480	 0.29	 0.66	 4.90	 7.22	 240.31	 12.53	 170.86	
170	 1.480	 0.12	 0.66	 4.91	 7.30	 240.00	 12.48	 171.11	
180	 1.480	 -0.06	 0.66	 4.91	 7.34	 239.72	 12.42	 171.07	
