Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°135
Type of Scenario: variation around a real past forcing event (High Tide date (UTC): 1924-01-09T05:30:00; scenario n°95) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.700	 0.41	 0.20	 1.11	 11.84	 268.43	 7.27	 27.10	
-170	 0.700	 0.62	 0.19	 1.10	 11.83	 268.44	 7.26	 26.92	
-160	 0.700	 0.82	 0.19	 1.10	 11.82	 268.44	 7.25	 26.73	
-150	 0.700	 1.02	 0.19	 1.10	 11.81	 268.44	 7.24	 26.54	
-140	 0.700	 1.20	 0.19	 1.09	 11.80	 268.45	 7.24	 26.36	
-130	 0.700	 1.38	 0.19	 1.09	 11.78	 268.45	 7.23	 26.17	
-120	 0.700	 1.55	 0.19	 1.08	 11.77	 268.46	 7.22	 25.99	
-110	 0.700	 1.71	 0.19	 1.08	 11.76	 268.46	 7.20	 25.80	
-100	 0.700	 1.86	 0.19	 1.08	 11.75	 268.47	 7.20	 25.62	
-90	 0.700	 1.99	 0.19	 1.07	 11.74	 268.47	 7.19	 25.43	
-80	 0.700	 2.11	 0.19	 1.07	 11.73	 268.47	 7.18	 25.25	
-70	 0.700	 2.22	 0.19	 1.06	 11.72	 268.48	 7.17	 25.06	
-60	 0.700	 2.31	 0.19	 1.06	 11.71	 268.48	 7.16	 24.88	
-50	 0.700	 2.39	 0.19	 1.06	 11.69	 268.49	 7.16	 24.69	
-40	 0.700	 2.45	 0.19	 1.05	 11.67	 268.49	 7.15	 24.51	
-30	 0.700	 2.50	 0.19	 1.05	 11.66	 268.50	 7.14	 24.32	
-20	 0.700	 2.53	 0.19	 1.05	 11.65	 268.50	 7.13	 24.14	
-10	 0.700	 2.55	 0.19	 1.04	 11.64	 268.50	 7.13	 23.95	
  0	 0.700	 2.56	 0.19	 1.04	 11.63	 268.51	 7.12	 23.77	
 10	 0.700	 2.54	 0.18	 1.03	 11.62	 268.51	 7.11	 23.58	
 20	 0.700	 2.52	 0.18	 1.03	 11.61	 268.52	 7.10	 23.39	
 30	 0.700	 2.47	 0.18	 1.03	 11.60	 268.52	 7.09	 23.21	
 40	 0.700	 2.41	 0.18	 1.02	 11.58	 268.52	 7.09	 23.02	
 50	 0.700	 2.34	 0.18	 1.02	 11.57	 268.53	 7.08	 22.84	
 60	 0.700	 2.25	 0.18	 1.01	 11.55	 268.60	 7.05	 22.78	
 70	 0.700	 2.14	 0.18	 1.01	 11.54	 268.67	 7.02	 22.72	
 80	 0.700	 2.02	 0.18	 1.00	 11.52	 268.74	 6.98	 22.66	
 90	 0.700	 1.89	 0.18	 1.00	 11.50	 268.81	 6.95	 22.59	
100	 0.700	 1.74	 0.18	 1.00	 11.48	 268.88	 6.92	 22.53	
110	 0.700	 1.58	 0.18	 0.99	 11.45	 268.95	 6.89	 22.47	
120	 0.700	 1.40	 0.17	 0.99	 11.43	 269.02	 6.86	 22.41	
130	 0.700	 1.22	 0.17	 0.98	 11.41	 269.09	 6.84	 22.35	
140	 0.700	 1.03	 0.17	 0.98	 11.39	 269.16	 6.81	 22.29	
150	 0.700	 0.82	 0.17	 0.97	 11.38	 269.23	 6.77	 22.23	
160	 0.700	 0.61	 0.17	 0.97	 11.36	 269.30	 6.74	 22.17	
170	 0.700	 0.40	 0.17	 0.96	 11.34	 269.36	 6.71	 22.10	
180	 0.700	 0.18	 0.17	 0.96	 11.32	 269.43	 6.68	 22.04	
