Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°152
Type of Scenario: variation around a statistical event (scenario n°12) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.850	 0.10	 0.84	 2.24	 9.22	 252.01	 12.65	 176.67	
-170	 0.850	 0.35	 0.84	 2.24	 9.23	 252.78	 12.76	 177.49	
-160	 0.850	 0.58	 0.84	 2.24	 9.22	 253.48	 12.85	 178.58	
-150	 0.850	 0.82	 0.84	 2.24	 9.20	 254.00	 12.98	 179.11	
-140	 0.850	 1.04	 0.83	 2.24	 9.14	 254.20	 13.09	 178.87	
-130	 0.850	 1.25	 0.83	 2.24	 9.10	 253.79	 13.13	 178.56	
-120	 0.850	 1.45	 0.84	 2.24	 9.05	 253.40	 13.16	 178.74	
-110	 0.850	 1.64	 0.84	 2.24	 9.02	 253.28	 13.24	 178.58	
-100	 0.850	 1.80	 0.84	 2.23	 8.99	 253.40	 13.33	 178.20	
-90	 0.850	 1.96	 0.84	 2.23	 8.95	 253.28	 13.37	 177.77	
-80	 0.850	 2.10	 0.84	 2.22	 8.96	 253.57	 13.44	 178.00	
-70	 0.850	 2.22	 0.83	 2.22	 8.99	 253.92	 13.56	 178.45	
-60	 0.850	 2.33	 0.83	 2.21	 8.98	 254.16	 13.72	 178.56	
-50	 0.850	 2.42	 0.83	 2.20	 8.98	 254.09	 13.87	 178.77	
-40	 0.850	 2.49	 0.83	 2.20	 9.01	 253.88	 14.05	 178.94	
-30	 0.850	 2.55	 0.83	 2.18	 9.02	 254.07	 14.23	 178.56	
-20	 0.850	 2.59	 0.83	 2.18	 9.05	 254.52	 14.41	 178.00	
-10	 0.850	 2.61	 0.83	 2.17	 9.08	 254.97	 14.65	 176.89	
  0	 0.850	 2.62	 0.83	 2.16	 9.20	 256.00	 14.84	 175.81	
 10	 0.850	 2.61	 0.83	 2.16	 9.30	 257.34	 15.00	 173.86	
 20	 0.850	 2.59	 0.83	 2.14	 9.37	 258.95	 15.20	 172.00	
 30	 0.850	 2.55	 0.83	 2.15	 9.44	 260.29	 15.37	 170.51	
 40	 0.850	 2.50	 0.83	 2.14	 9.48	 261.50	 15.56	 168.94	
 50	 0.850	 2.42	 0.82	 2.14	 9.50	 262.65	 15.73	 167.15	
 60	 0.850	 2.36	 0.82	 2.14	 9.47	 263.47	 15.86	 164.80	
 70	 0.850	 2.27	 0.82	 2.15	 9.46	 263.82	 15.96	 162.72	
 80	 0.850	 2.16	 0.82	 2.15	 9.48	 264.16	 16.04	 160.26	
 90	 0.850	 2.03	 0.81	 2.14	 9.52	 264.11	 16.15	 158.55	
100	 0.850	 1.91	 0.81	 2.15	 9.59	 263.74	 16.19	 156.60	
110	 0.850	 1.76	 0.80	 2.15	 9.67	 263.45	 16.30	 154.81	
120	 0.850	 1.61	 0.80	 2.14	 9.73	 262.88	 16.32	 153.75	
130	 0.850	 1.44	 0.80	 2.14	 9.78	 262.16	 16.34	 152.71	
140	 0.850	 1.26	 0.80	 2.14	 9.78	 261.75	 16.30	 151.46	
150	 0.850	 1.08	 0.80	 2.15	 9.76	 261.09	 16.20	 149.13	
160	 0.850	 0.89	 0.79	 2.15	 9.74	 260.70	 16.09	 146.51	
170	 0.850	 0.69	 0.79	 2.15	 9.74	 260.15	 15.94	 144.56	
180	 0.850	 0.47	 0.79	 2.16	 9.76	 259.99	 15.82	 143.06	
