Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°189
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1953-11-04T02:00:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.410	 0.11	 0.07	 3.83	 11.51	 266.31	 9.65	 279.65	
-170	 0.410	 0.23	 0.07	 3.86	 11.49	 266.27	 9.68	 280.12	
-160	 0.410	 0.35	 0.07	 3.88	 11.46	 266.23	 9.72	 280.59	
-150	 0.410	 0.46	 0.07	 3.90	 11.44	 266.20	 9.75	 281.05	
-140	 0.410	 0.56	 0.07	 3.92	 11.41	 266.16	 9.78	 281.52	
-130	 0.410	 0.66	 0.07	 3.94	 11.39	 266.12	 9.81	 281.99	
-120	 0.410	 0.76	 0.07	 3.96	 11.36	 266.08	 9.84	 282.46	
-110	 0.410	 0.85	 0.07	 3.95	 11.39	 266.05	 9.75	 283.09	
-100	 0.410	 0.93	 0.06	 3.95	 11.41	 266.02	 9.66	 283.72	
-90	 0.410	 1.00	 0.06	 3.94	 11.44	 265.99	 9.57	 284.35	
-80	 0.410	 1.07	 0.06	 3.93	 11.46	 265.96	 9.48	 284.99	
-70	 0.410	 1.13	 0.06	 3.93	 11.48	 265.93	 9.38	 285.62	
-60	 0.410	 1.18	 0.06	 3.92	 11.51	 265.90	 9.29	 286.25	
-50	 0.410	 1.22	 0.06	 3.92	 11.53	 265.87	 9.20	 286.89	
-40	 0.410	 1.26	 0.06	 3.91	 11.56	 265.84	 9.11	 287.52	
-30	 0.410	 1.29	 0.05	 3.90	 11.58	 265.81	 9.02	 288.15	
-20	 0.410	 1.31	 0.05	 3.90	 11.61	 265.78	 8.92	 288.78	
-10	 0.410	 1.33	 0.05	 3.89	 11.63	 265.75	 8.83	 289.42	
  0	 0.410	 1.33	 0.05	 3.89	 11.65	 265.72	 8.74	 290.05	
 10	 0.410	 1.33	 0.05	 3.88	 11.68	 265.69	 8.65	 290.68	
 20	 0.410	 1.32	 0.05	 3.87	 11.70	 265.66	 8.56	 291.31	
 30	 0.410	 1.31	 0.04	 3.87	 11.73	 265.63	 8.46	 291.95	
 40	 0.410	 1.28	 0.04	 3.86	 11.75	 265.59	 8.37	 292.58	
 50	 0.410	 1.25	 0.04	 3.86	 11.77	 265.56	 8.28	 293.21	
 60	 0.410	 1.21	 0.04	 3.85	 11.80	 265.53	 8.19	 293.85	
 70	 0.410	 1.16	 0.04	 3.84	 11.82	 265.50	 8.10	 294.48	
 80	 0.410	 1.10	 0.04	 3.84	 11.85	 265.47	 8.00	 295.11	
 90	 0.410	 1.04	 0.04	 3.83	 11.87	 265.44	 7.91	 295.74	
100	 0.410	 0.96	 0.03	 3.83	 11.90	 265.41	 7.82	 296.38	
110	 0.410	 0.88	 0.03	 3.82	 11.92	 265.38	 7.73	 297.01	
120	 0.410	 0.80	 0.03	 3.81	 11.94	 265.35	 7.64	 297.64	
130	 0.410	 0.70	 0.03	 3.81	 11.97	 265.32	 7.54	 298.28	
140	 0.410	 0.60	 0.03	 3.80	 11.99	 265.29	 7.45	 298.91	
150	 0.410	 0.49	 0.03	 3.80	 12.02	 265.26	 7.36	 299.54	
160	 0.410	 0.38	 0.03	 3.79	 12.04	 265.23	 7.27	 300.17	
170	 0.410	 0.26	 0.02	 3.78	 12.06	 265.20	 7.17	 300.81	
180	 0.410	 0.14	 0.02	 3.78	 12.09	 265.17	 7.08	 301.44	
