Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°36
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.830	 0.25	 0.12	 4.14	 13.49	 252.39	 16.61	 287.83	
-170	 1.830	 0.44	 0.12	 4.13	 13.55	 253.13	 16.86	 287.20	
-160	 1.830	 0.63	 0.12	 4.13	 13.64	 253.55	 17.04	 287.75	
-150	 1.830	 0.81	 0.12	 4.13	 13.73	 253.76	 17.24	 288.69	
-140	 1.830	 0.98	 0.12	 4.13	 13.81	 253.98	 17.37	 290.07	
-130	 1.830	 1.14	 0.12	 4.12	 13.90	 253.94	 17.47	 291.81	
-120	 1.830	 1.31	 0.12	 4.12	 14.00	 253.31	 17.58	 293.80	
-110	 1.830	 1.44	 0.12	 4.12	 14.04	 252.78	 17.72	 296.49	
-100	 1.830	 1.57	 0.12	 4.12	 14.06	 252.19	 17.85	 297.82	
-90	 1.830	 1.69	 0.12	 4.12	 14.03	 251.44	 17.98	 298.76	
-80	 1.830	 1.79	 0.12	 4.12	 13.99	 251.43	 18.10	 299.10	
-70	 1.830	 1.89	 0.12	 4.11	 13.95	 251.13	 18.24	 299.04	
-60	 1.830	 1.97	 0.12	 4.12	 13.86	 251.17	 18.34	 299.52	
-50	 1.830	 2.03	 0.12	 4.12	 13.76	 251.03	 18.44	 299.11	
-40	 1.830	 2.09	 0.12	 4.11	 13.68	 251.01	 18.53	 298.69	
-30	 1.830	 2.13	 0.12	 4.11	 13.60	 251.11	 18.63	 298.32	
-20	 1.830	 2.16	 0.13	 4.11	 13.49	 251.16	 18.72	 298.28	
-10	 1.830	 2.17	 0.13	 4.10	 13.40	 251.44	 18.79	 297.56	
  0	 1.830	 2.18	 0.13	 4.11	 13.34	 251.55	 18.83	 296.48	
 10	 1.830	 2.16	 0.13	 4.10	 13.30	 251.37	 18.80	 296.05	
 20	 1.830	 2.15	 0.12	 4.11	 13.28	 251.07	 18.76	 295.68	
 30	 1.830	 2.11	 0.12	 4.11	 13.26	 250.74	 18.68	 294.12	
 40	 1.830	 2.07	 0.12	 4.10	 13.27	 250.37	 18.64	 293.21	
 50	 1.830	 2.01	 0.12	 4.10	 13.26	 249.74	 18.52	 292.18	
 60	 1.830	 1.94	 0.11	 4.10	 13.24	 248.77	 18.43	 291.75	
 70	 1.830	 1.86	 0.11	 4.10	 13.24	 248.55	 18.31	 290.93	
 80	 1.830	 1.76	 0.12	 4.10	 13.22	 248.43	 18.23	 289.64	
 90	 1.830	 1.67	 0.12	 4.11	 13.20	 248.38	 18.19	 288.98	
100	 1.830	 1.55	 0.12	 4.11	 13.17	 248.41	 18.15	 287.98	
110	 1.830	 1.44	 0.12	 4.12	 13.16	 248.35	 18.12	 287.11	
120	 1.830	 1.30	 0.12	 4.11	 13.12	 248.33	 18.08	 286.26	
130	 1.830	 1.16	 0.12	 4.12	 13.11	 247.59	 18.08	 285.50	
140	 1.830	 1.01	 0.12	 4.12	 13.07	 246.97	 18.05	 285.46	
150	 1.830	 0.86	 0.12	 4.12	 13.01	 246.18	 18.04	 285.72	
160	 1.830	 0.70	 0.12	 4.11	 12.92	 245.23	 18.02	 285.41	
170	 1.830	 0.53	 0.11	 4.12	 12.85	 244.26	 18.03	 284.75	
180	 1.830	 0.35	 0.12	 4.12	 12.82	 243.35	 18.04	 283.76	
