Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°59
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.970	 0.27	 0.12	 5.34	 14.87	 256.25	 11.92	 223.63	
-170	 1.970	 0.44	 0.12	 5.33	 14.94	 256.66	 11.91	 221.96	
-160	 1.970	 0.60	 0.12	 5.32	 15.00	 257.41	 11.94	 219.68	
-150	 1.970	 0.77	 0.11	 5.32	 15.07	 257.66	 11.94	 217.56	
-140	 1.970	 0.92	 0.11	 5.30	 15.15	 257.63	 11.98	 215.75	
-130	 1.970	 1.07	 0.11	 5.30	 15.25	 258.08	 12.01	 213.89	
-120	 1.970	 1.20	 0.12	 5.29	 15.37	 259.06	 12.05	 212.36	
-110	 1.970	 1.33	 0.12	 5.28	 15.48	 259.67	 12.16	 211.50	
-100	 1.970	 1.45	 0.12	 5.27	 15.57	 260.30	 12.23	 211.44	
-90	 1.970	 1.56	 0.12	 5.25	 15.62	 261.28	 12.28	 210.96	
-80	 1.970	 1.66	 0.12	 5.25	 15.67	 262.43	 12.26	 210.45	
-70	 1.970	 1.75	 0.12	 5.23	 15.70	 263.29	 12.28	 209.55	
-60	 1.970	 1.83	 0.12	 5.23	 15.70	 263.95	 12.24	 208.88	
-50	 1.970	 1.90	 0.12	 5.21	 15.67	 264.73	 12.21	 208.10	
-40	 1.970	 1.96	 0.12	 5.20	 15.64	 265.28	 12.18	 207.64	
-30	 1.970	 2.01	 0.13	 5.20	 15.62	 265.14	 12.14	 208.61	
-20	 1.970	 2.04	 0.12	 5.18	 15.61	 264.88	 12.10	 209.57	
-10	 1.970	 2.06	 0.12	 5.17	 15.62	 264.55	 12.07	 210.63	
  0	 1.970	 2.07	 0.12	 5.16	 15.60	 263.97	 12.10	 212.12	
 10	 1.970	 2.06	 0.12	 5.15	 15.61	 263.58	 12.12	 213.30	
 20	 1.970	 2.04	 0.12	 5.14	 15.62	 263.39	 12.09	 214.18	
 30	 1.970	 2.02	 0.12	 5.12	 15.58	 262.82	 12.05	 214.66	
 40	 1.970	 1.96	 0.12	 5.10	 15.54	 262.11	 12.02	 214.71	
 50	 1.970	 1.90	 0.12	 5.09	 15.49	 262.18	 12.01	 214.43	
 60	 1.970	 1.82	 0.12	 5.07	 15.44	 261.99	 11.94	 214.53	
 70	 1.970	 1.74	 0.13	 5.05	 15.41	 261.66	 11.85	 214.83	
 80	 1.970	 1.64	 0.13	 5.02	 15.39	 260.68	 11.83	 215.25	
 90	 1.970	 1.53	 0.13	 5.01	 15.44	 260.43	 11.77	 215.96	
100	 1.970	 1.40	 0.12	 5.00	 15.50	 260.07	 11.74	 215.79	
110	 1.970	 1.26	 0.12	 4.98	 15.56	 259.36	 11.70	 216.17	
120	 1.970	 1.10	 0.12	 4.96	 15.65	 259.23	 11.73	 215.51	
130	 1.970	 0.95	 0.13	 4.94	 15.76	 258.83	 11.79	 214.54	
140	 1.970	 0.78	 0.13	 4.93	 15.85	 258.56	 11.79	 214.38	
150	 1.970	 0.60	 0.12	 4.91	 15.91	 258.30	 11.84	 214.33	
160	 1.970	 0.42	 0.13	 4.90	 15.94	 258.51	 11.94	 215.04	
170	 1.970	 0.23	 0.13	 4.89	 15.94	 257.95	 12.06	 216.29	
180	 1.970	 0.04	 0.13	 4.87	 15.90	 256.71	 12.16	 217.81	
