Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°117
Type of Scenario: variation around a real past forcing event (High Tide date (UTC): 2008-03-10T05:00:00; scenario n°116) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.515	 -0.05	 0.34	 4.27	 8.85	 238.00	 23.19	 201.87	
-170	 0.515	 0.16	 0.35	 4.33	 8.93	 239.17	 23.22	 203.90	
-160	 0.515	 0.36	 0.41	 4.38	 9.01	 240.33	 23.25	 205.93	
-150	 0.515	 0.56	 0.42	 4.44	 9.10	 241.50	 23.28	 207.95	
-140	 0.515	 0.76	 0.42	 4.50	 9.18	 242.67	 23.31	 209.98	
-130	 0.515	 0.95	 0.44	 4.55	 9.26	 243.83	 23.34	 212.00	
-120	 0.515	 1.14	 0.47	 4.61	 9.35	 245.00	 23.37	 214.03	
-110	 0.515	 1.31	 0.54	 4.67	 9.42	 244.50	 23.16	 216.59	
-100	 0.515	 1.47	 0.62	 4.72	 9.50	 244.00	 22.95	 219.15	
-90	 0.515	 1.62	 0.66	 4.78	 9.57	 243.50	 22.74	 221.72	
-80	 0.515	 1.76	 0.70	 4.83	 9.65	 243.00	 22.53	 224.28	
-70	 0.515	 1.89	 0.71	 4.89	 9.73	 242.50	 22.32	 226.84	
-60	 0.515	 2.00	 0.75	 4.94	 9.80	 242.00	 22.11	 229.40	
-50	 0.515	 2.10	 0.78	 5.00	 9.98	 244.33	 21.66	 234.56	
-40	 0.515	 2.18	 0.77	 5.05	 10.16	 246.67	 21.20	 239.72	
-30	 0.515	 2.25	 0.73	 5.10	 10.34	 249.00	 20.75	 244.87	
-20	 0.515	 2.30	 0.71	 5.15	 10.51	 251.33	 20.29	 250.03	
-10	 0.515	 2.34	 0.71	 5.20	 10.69	 253.67	 19.84	 255.19	
  0	 0.515	 2.36	 0.77	 5.25	 10.87	 256.00	 19.38	 260.35	
 10	 0.515	 2.36	 0.79	 5.29	 10.95	 255.83	 18.79	 262.20	
 20	 0.515	 2.36	 0.77	 5.33	 11.03	 255.67	 18.20	 264.05	
 30	 0.515	 2.33	 0.75	 5.38	 11.12	 255.50	 17.60	 265.90	
 40	 0.515	 2.29	 0.78	 5.42	 11.20	 255.33	 17.01	 267.75	
 50	 0.515	 2.24	 0.80	 5.46	 11.28	 255.17	 16.42	 269.60	
 60	 0.515	 2.17	 0.79	 5.50	 11.36	 255.00	 15.83	 271.45	
 70	 0.515	 2.09	 0.73	 5.54	 11.45	 255.50	 15.94	 270.88	
 80	 0.515	 1.99	 0.70	 5.58	 11.54	 256.00	 16.05	 270.31	
 90	 0.515	 1.89	 0.70	 5.62	 11.63	 256.50	 16.16	 269.73	
100	 0.515	 1.77	 0.69	 5.66	 11.72	 257.00	 16.27	 269.16	
110	 0.515	 1.63	 0.67	 5.69	 11.81	 257.50	 16.38	 268.59	
120	 0.515	 1.49	 0.60	 5.73	 11.90	 258.00	 16.49	 268.02	
130	 0.515	 1.33	 0.56	 5.77	 11.95	 257.83	 16.34	 268.67	
140	 0.515	 1.17	 0.56	 5.80	 12.00	 257.67	 16.19	 269.32	
150	 0.515	 1.00	 0.56	 5.84	 12.05	 257.50	 16.03	 269.97	
160	 0.515	 0.82	 0.55	 5.88	 12.10	 257.33	 15.88	 270.61	
170	 0.515	 0.63	 0.50	 5.91	 12.15	 257.17	 15.73	 271.26	
180	 0.515	 0.44	 0.45	 5.95	 12.20	 257.00	 15.58	 271.91	
