Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°163
Type of Scenario: variation around a statistical event (scenario n°46) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.640	 0.24	 0.39	 1.88	 6.36	 226.79	 12.35	 190.09	
-170	 1.640	 0.43	 0.39	 1.89	 6.46	 226.75	 12.30	 190.98	
-160	 1.640	 0.62	 0.40	 1.90	 6.55	 227.11	 12.34	 191.95	
-150	 1.640	 0.79	 0.40	 1.90	 6.65	 226.89	 12.34	 192.49	
-140	 1.640	 0.96	 0.40	 1.90	 6.74	 226.40	 12.31	 192.84	
-130	 1.640	 1.12	 0.39	 1.91	 6.82	 226.02	 12.26	 193.48	
-120	 1.640	 1.27	 0.40	 1.92	 6.90	 225.50	 12.18	 194.01	
-110	 1.640	 1.42	 0.39	 1.93	 6.94	 224.94	 12.15	 194.28	
-100	 1.640	 1.56	 0.39	 1.93	 7.00	 224.56	 12.14	 194.59	
-90	 1.640	 1.68	 0.39	 1.94	 7.05	 223.62	 12.12	 195.48	
-80	 1.640	 1.79	 0.39	 1.94	 7.08	 223.17	 12.14	 196.27	
-70	 1.640	 1.89	 0.39	 1.95	 7.10	 222.39	 12.17	 197.68	
-60	 1.640	 1.98	 0.38	 1.96	 7.08	 221.83	 12.20	 199.31	
-50	 1.640	 2.05	 0.38	 1.97	 7.08	 221.36	 12.22	 202.62	
-40	 1.640	 2.11	 0.39	 1.97	 7.10	 220.70	 12.25	 205.66	
-30	 1.640	 2.16	 0.39	 1.98	 7.09	 220.34	 12.27	 208.34	
-20	 1.640	 2.19	 0.39	 1.98	 7.09	 219.89	 12.30	 211.51	
-10	 1.640	 2.22	 0.39	 1.99	 7.08	 219.63	 12.32	 213.81	
  0	 1.640	 2.23	 0.38	 2.00	 7.12	 219.33	 12.34	 215.77	
 10	 1.640	 2.22	 0.38	 2.00	 7.15	 219.02	 12.35	 217.51	
 20	 1.640	 2.20	 0.38	 2.01	 7.18	 218.68	 12.37	 219.51	
 30	 1.640	 2.17	 0.38	 2.02	 7.22	 218.46	 12.38	 221.30	
 40	 1.640	 2.12	 0.38	 2.02	 7.26	 218.40	 12.40	 222.48	
 50	 1.640	 2.06	 0.38	 2.02	 7.27	 218.56	 12.44	 223.03	
 60	 1.640	 1.99	 0.38	 2.03	 7.30	 218.44	 12.46	 223.62	
 70	 1.640	 1.90	 0.37	 2.03	 7.33	 218.39	 12.46	 224.15	
 80	 1.640	 1.80	 0.37	 2.03	 7.31	 217.90	 12.41	 225.54	
 90	 1.640	 1.69	 0.37	 2.03	 7.29	 217.31	 12.34	 226.45	
100	 1.640	 1.56	 0.37	 2.04	 7.24	 216.77	 12.25	 227.14	
110	 1.640	 1.43	 0.37	 2.05	 7.19	 216.02	 12.13	 228.49	
120	 1.640	 1.28	 0.38	 2.05	 7.15	 215.52	 12.02	 230.68	
130	 1.640	 1.12	 0.37	 2.05	 7.10	 215.76	 11.90	 232.34	
140	 1.640	 0.95	 0.37	 2.06	 7.11	 216.33	 11.78	 233.64	
150	 1.640	 0.77	 0.37	 2.06	 7.12	 217.16	 11.69	 234.80	
160	 1.640	 0.58	 0.37	 2.06	 7.11	 217.64	 11.62	 235.58	
170	 1.640	 0.39	 0.36	 2.07	 7.10	 218.01	 11.53	 236.04	
180	 1.640	 0.21	 0.36	 2.07	 7.08	 218.01	 11.48	 236.51	
