Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°240
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1945-12-19T03:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.410	 0.42	 0.74	 5.33	 13.41	 249.25	 11.17	 234.78	
-170	 0.410	 0.59	 0.74	 5.33	 13.47	 249.23	 11.05	 235.92	
-160	 0.410	 0.76	 0.74	 5.33	 13.52	 249.20	 10.92	 237.06	
-150	 0.410	 0.93	 0.73	 5.32	 13.58	 249.18	 10.80	 238.20	
-140	 0.410	 1.08	 0.73	 5.32	 13.64	 249.16	 10.67	 239.34	
-130	 0.410	 1.23	 0.73	 5.32	 13.69	 249.13	 10.55	 240.48	
-120	 0.410	 1.37	 0.72	 5.32	 13.75	 249.11	 10.42	 241.62	
-110	 0.410	 1.49	 0.72	 5.32	 13.81	 249.09	 10.30	 242.75	
-100	 0.410	 1.61	 0.72	 5.32	 13.86	 249.06	 10.17	 243.89	
-90	 0.410	 1.72	 0.72	 5.31	 13.92	 249.04	 10.05	 245.03	
-80	 0.410	 1.82	 0.71	 5.31	 13.97	 249.02	 9.92	 246.17	
-70	 0.410	 1.90	 0.71	 5.31	 14.03	 248.99	 9.80	 247.31	
-60	 0.410	 1.98	 0.71	 5.31	 14.09	 248.97	 9.67	 248.45	
-50	 0.410	 2.04	 0.71	 5.31	 14.14	 248.94	 9.54	 249.59	
-40	 0.410	 2.09	 0.70	 5.31	 14.20	 248.92	 9.42	 250.73	
-30	 0.410	 2.13	 0.70	 5.30	 14.25	 248.90	 9.29	 251.87	
-20	 0.410	 2.15	 0.70	 5.30	 14.31	 248.87	 9.17	 253.01	
-10	 0.410	 2.17	 0.69	 5.30	 14.37	 248.85	 9.04	 254.15	
  0	 0.410	 2.17	 0.69	 5.30	 14.42	 248.83	 8.92	 255.29	
 10	 0.410	 2.16	 0.69	 5.30	 14.48	 248.80	 8.79	 256.43	
 20	 0.410	 2.13	 0.69	 5.29	 14.54	 248.78	 8.67	 257.57	
 30	 0.410	 2.09	 0.68	 5.29	 14.59	 248.76	 8.54	 258.71	
 40	 0.410	 2.04	 0.68	 5.29	 14.65	 248.73	 8.42	 259.85	
 50	 0.410	 1.98	 0.68	 5.29	 14.70	 248.71	 8.29	 260.99	
 60	 0.410	 1.90	 0.68	 5.29	 14.76	 248.69	 8.17	 262.13	
 70	 0.410	 1.81	 0.67	 5.29	 14.82	 248.66	 8.04	 263.27	
 80	 0.410	 1.70	 0.67	 5.28	 14.87	 248.64	 7.92	 264.41	
 90	 0.410	 1.59	 0.67	 5.28	 14.93	 248.62	 7.79	 265.55	
100	 0.410	 1.46	 0.67	 5.28	 14.99	 248.59	 7.67	 266.69	
110	 0.410	 1.32	 0.66	 5.28	 15.04	 248.57	 7.54	 267.83	
120	 0.410	 1.17	 0.66	 5.28	 15.10	 248.54	 7.42	 268.97	
130	 0.410	 1.00	 0.66	 5.27	 15.15	 248.52	 7.29	 270.11	
140	 0.410	 0.83	 0.65	 5.27	 15.21	 248.50	 7.16	 271.25	
150	 0.410	 0.66	 0.65	 5.27	 15.27	 248.47	 7.04	 272.39	
160	 0.410	 0.47	 0.65	 5.28	 15.34	 248.53	 6.98	 273.01	
170	 0.410	 0.28	 0.64	 5.29	 15.41	 248.59	 6.92	 273.63	
180	 0.410	 0.08	 0.64	 5.30	 15.48	 248.65	 6.86	 274.25	
