Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°11
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.370	 0.39	 0.50	 5.19	 17.91	 243.55	 14.10	 217.76	
-170	 1.370	 0.58	 0.50	 5.20	 17.87	 244.61	 14.07	 219.51	
-160	 1.370	 0.77	 0.51	 5.21	 17.82	 245.80	 14.00	 221.46	
-150	 1.370	 0.95	 0.50	 5.22	 17.79	 246.45	 13.93	 222.88	
-140	 1.370	 1.13	 0.51	 5.24	 17.80	 247.06	 13.90	 223.93	
-130	 1.370	 1.30	 0.51	 5.25	 17.77	 247.37	 13.86	 224.77	
-120	 1.370	 1.45	 0.50	 5.27	 17.70	 247.45	 13.83	 225.36	
-110	 1.370	 1.60	 0.50	 5.28	 17.63	 246.67	 13.77	 226.47	
-100	 1.370	 1.74	 0.50	 5.29	 17.59	 246.26	 13.69	 227.98	
-90	 1.370	 1.86	 0.50	 5.31	 17.52	 245.95	 13.62	 230.14	
-80	 1.370	 1.98	 0.49	 5.33	 17.45	 245.99	 13.57	 232.22	
-70	 1.370	 2.08	 0.50	 5.34	 17.42	 246.24	 13.52	 234.69	
-60	 1.370	 2.18	 0.50	 5.36	 17.45	 247.07	 13.44	 236.90	
-50	 1.370	 2.25	 0.50	 5.38	 17.46	 248.03	 13.39	 238.04	
-40	 1.370	 2.32	 0.50	 5.40	 17.54	 248.76	 13.37	 238.88	
-30	 1.370	 2.37	 0.50	 5.42	 17.61	 249.88	 13.39	 239.36	
-20	 1.370	 2.40	 0.50	 5.43	 17.64	 250.81	 13.40	 239.61	
-10	 1.370	 2.43	 0.50	 5.45	 17.72	 251.96	 13.39	 239.85	
  0	 1.370	 2.44	 0.50	 5.47	 17.82	 252.71	 13.39	 240.82	
 10	 1.370	 2.42	 0.50	 5.49	 17.90	 253.38	 13.36	 241.73	
 20	 1.370	 2.40	 0.50	 5.50	 17.95	 253.67	 13.34	 242.81	
 30	 1.370	 2.36	 0.50	 5.53	 18.01	 253.63	 13.29	 244.18	
 40	 1.370	 2.30	 0.50	 5.54	 18.07	 253.97	 13.24	 246.07	
 50	 1.370	 2.23	 0.50	 5.56	 18.11	 253.52	 13.19	 248.20	
 60	 1.370	 2.14	 0.50	 5.57	 18.16	 253.42	 13.17	 249.83	
 70	 1.370	 2.04	 0.50	 5.59	 18.17	 252.90	 13.14	 250.69	
 80	 1.370	 1.92	 0.50	 5.60	 18.16	 252.18	 13.10	 251.33	
 90	 1.370	 1.79	 0.50	 5.62	 18.20	 252.06	 13.04	 251.99	
100	 1.370	 1.64	 0.50	 5.63	 18.23	 252.12	 12.97	 253.37	
110	 1.370	 1.47	 0.50	 5.65	 18.29	 252.10	 12.92	 254.42	
120	 1.370	 1.29	 0.51	 5.66	 18.34	 252.18	 12.92	 255.52	
130	 1.370	 1.12	 0.50	 5.66	 18.41	 252.70	 12.94	 258.23	
140	 1.370	 0.92	 0.50	 5.68	 18.44	 253.54	 12.99	 261.21	
150	 1.370	 0.72	 0.51	 5.69	 18.43	 253.44	 13.08	 263.19	
160	 1.370	 0.50	 0.50	 5.70	 18.42	 252.92	 13.20	 265.04	
170	 1.370	 0.27	 0.50	 5.71	 18.40	 252.64	 13.29	 267.13	
180	 1.370	 0.06	 0.49	 5.72	 18.35	 252.04	 13.30	 269.37	
