Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°21
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.570	 -0.17	 0.16	 3.95	 10.82	 260.12	 3.17	 152.49	
-170	 0.570	 0.02	 0.16	 3.93	 10.84	 260.87	 3.13	 154.34	
-160	 0.570	 0.21	 0.16	 3.93	 10.86	 261.76	 3.07	 156.23	
-150	 0.570	 0.40	 0.15	 3.92	 10.93	 262.64	 3.01	 158.45	
-140	 0.570	 0.58	 0.15	 3.91	 11.01	 263.42	 2.91	 160.43	
-130	 0.570	 0.75	 0.15	 3.91	 11.06	 263.86	 2.82	 162.55	
-120	 0.570	 0.92	 0.15	 3.90	 11.13	 264.17	 2.72	 165.29	
-110	 0.570	 1.07	 0.16	 3.88	 11.20	 264.36	 2.60	 167.78	
-100	 0.570	 1.21	 0.16	 3.87	 11.34	 264.32	 2.48	 168.43	
-90	 0.570	 1.34	 0.16	 3.86	 11.43	 264.01	 2.39	 168.79	
-80	 0.570	 1.46	 0.16	 3.86	 11.56	 263.73	 2.29	 169.07	
-70	 0.570	 1.57	 0.16	 3.85	 11.67	 263.71	 2.25	 169.85	
-60	 0.570	 1.65	 0.16	 3.85	 11.81	 263.93	 2.20	 170.43	
-50	 0.570	 1.72	 0.16	 3.84	 11.89	 264.48	 2.11	 171.26	
-40	 0.570	 1.78	 0.16	 3.83	 11.95	 264.74	 2.05	 172.27	
-30	 0.570	 1.84	 0.16	 3.82	 11.99	 265.11	 2.01	 172.66	
-20	 0.570	 1.87	 0.16	 3.82	 12.03	 265.47	 1.99	 173.13	
-10	 0.570	 1.89	 0.16	 3.81	 12.04	 265.50	 1.95	 173.61	
  0	 0.570	 1.90	 0.16	 3.80	 12.05	 265.58	 1.87	 175.34	
 10	 0.570	 1.88	 0.16	 3.79	 12.10	 265.56	 1.81	 176.38	
 20	 0.570	 1.87	 0.16	 3.78	 12.13	 265.52	 1.80	 178.65	
 30	 0.570	 1.85	 0.16	 3.77	 12.19	 265.45	 1.77	 180.68	
 40	 0.570	 1.81	 0.16	 3.76	 12.23	 265.23	 1.77	 183.10	
 50	 0.570	 1.77	 0.16	 3.75	 12.32	 264.44	 1.70	 185.72	
 60	 0.570	 1.70	 0.16	 3.74	 12.40	 263.68	 1.63	 187.78	
 70	 0.570	 1.63	 0.16	 3.73	 12.49	 262.88	 1.56	 189.61	
 80	 0.570	 1.55	 0.16	 3.72	 12.61	 262.28	 1.47	 190.73	
 90	 0.570	 1.47	 0.16	 3.71	 12.71	 262.17	 1.43	 193.15	
100	 0.570	 1.38	 0.16	 3.70	 12.79	 261.85	 1.39	 195.71	
110	 0.570	 1.28	 0.16	 3.69	 12.85	 261.97	 1.37	 198.26	
120	 0.570	 1.17	 0.16	 3.68	 12.90	 262.12	 1.41	 200.60	
130	 0.570	 1.06	 0.17	 3.67	 12.91	 262.27	 1.45	 203.02	
140	 0.570	 0.94	 0.17	 3.66	 12.96	 262.13	 1.52	 205.11	
150	 0.570	 0.81	 0.16	 3.65	 12.98	 261.84	 1.59	 206.44	
160	 0.570	 0.67	 0.16	 3.65	 13.01	 261.68	 1.64	 208.18	
170	 0.570	 0.54	 0.16	 3.64	 13.11	 261.72	 1.68	 209.88	
180	 0.570	 0.39	 0.16	 3.62	 13.21	 261.59	 1.67	 211.65	
