Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°211
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1972-08-01T07:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.440	 0.04	 0.03	 2.06	 9.05	 269.99	 8.80	 311.05	
-170	 0.440	 0.18	 0.03	 2.06	 9.06	 270.01	 8.84	 311.38	
-160	 0.440	 0.32	 0.03	 2.06	 9.06	 270.03	 8.88	 311.71	
-150	 0.440	 0.45	 0.03	 2.06	 9.06	 270.05	 8.92	 312.04	
-140	 0.440	 0.58	 0.03	 2.06	 9.07	 270.07	 8.96	 312.37	
-130	 0.440	 0.70	 0.03	 2.06	 9.07	 270.09	 8.99	 312.70	
-120	 0.440	 0.82	 0.03	 2.06	 9.07	 270.11	 9.03	 313.03	
-110	 0.440	 0.93	 0.03	 2.06	 9.07	 270.13	 9.07	 313.36	
-100	 0.440	 1.03	 0.03	 2.06	 9.08	 270.15	 9.11	 313.68	
-90	 0.440	 1.12	 0.03	 2.06	 9.08	 270.17	 9.15	 314.01	
-80	 0.440	 1.21	 0.03	 2.06	 9.08	 270.22	 9.15	 314.06	
-70	 0.440	 1.28	 0.03	 2.06	 9.08	 270.26	 9.15	 314.11	
-60	 0.440	 1.35	 0.03	 2.06	 9.08	 270.30	 9.15	 314.15	
-50	 0.440	 1.40	 0.03	 2.06	 9.08	 270.34	 9.14	 314.20	
-40	 0.440	 1.45	 0.03	 2.06	 9.08	 270.38	 9.14	 314.25	
-30	 0.440	 1.48	 0.03	 2.06	 9.08	 270.43	 9.14	 314.30	
-20	 0.440	 1.51	 0.03	 2.06	 9.08	 270.47	 9.14	 314.34	
-10	 0.440	 1.52	 0.03	 2.06	 9.08	 270.51	 9.14	 314.39	
  0	 0.440	 1.52	 0.03	 2.06	 9.08	 270.55	 9.13	 314.44	
 10	 0.440	 1.52	 0.03	 2.06	 9.08	 270.60	 9.13	 314.48	
 20	 0.440	 1.50	 0.02	 2.06	 9.08	 270.64	 9.13	 314.53	
 30	 0.440	 1.48	 0.02	 2.06	 9.08	 270.68	 9.13	 314.58	
 40	 0.440	 1.45	 0.02	 2.06	 9.08	 270.72	 9.12	 314.62	
 50	 0.440	 1.40	 0.02	 2.06	 9.08	 270.77	 9.12	 314.67	
 60	 0.440	 1.35	 0.02	 2.06	 9.08	 270.81	 9.12	 314.72	
 70	 0.440	 1.29	 0.02	 2.06	 9.08	 270.85	 9.12	 314.76	
 80	 0.440	 1.22	 0.02	 2.06	 9.08	 270.89	 9.12	 314.81	
 90	 0.440	 1.14	 0.02	 2.06	 9.08	 270.93	 9.11	 314.86	
100	 0.440	 1.05	 0.02	 2.06	 9.08	 270.98	 9.11	 314.90	
110	 0.440	 0.96	 0.02	 2.06	 9.08	 271.02	 9.11	 314.95	
120	 0.440	 0.86	 0.02	 2.05	 9.08	 271.06	 9.11	 315.00	
130	 0.440	 0.75	 0.02	 2.05	 9.08	 271.10	 9.10	 315.04	
140	 0.440	 0.64	 0.02	 2.05	 9.08	 271.15	 9.10	 315.09	
150	 0.440	 0.52	 0.02	 2.05	 9.08	 271.19	 9.10	 315.14	
160	 0.440	 0.39	 0.02	 2.05	 9.08	 271.23	 9.10	 315.19	
170	 0.440	 0.26	 0.02	 2.05	 9.08	 271.27	 9.10	 315.23	
180	 0.440	 0.13	 0.01	 2.05	 9.08	 271.32	 9.09	 315.28	
