Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°78
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.910	 0.31	 0.84	 8.10	 14.61	 248.91	 29.07	 285.30	
-170	 0.910	 0.49	 0.84	 8.12	 14.65	 249.28	 29.12	 283.64	
-160	 0.910	 0.66	 0.84	 8.14	 14.72	 249.76	 29.17	 282.10	
-150	 0.910	 0.83	 0.83	 8.16	 14.78	 250.24	 29.21	 280.23	
-140	 0.910	 0.99	 0.82	 8.18	 14.88	 251.02	 29.28	 278.54	
-130	 0.910	 1.15	 0.82	 8.20	 14.98	 252.53	 29.34	 276.90	
-120	 0.910	 1.29	 0.83	 8.22	 15.04	 253.63	 29.36	 274.81	
-110	 0.910	 1.43	 0.83	 8.24	 15.14	 254.47	 29.40	 272.41	
-100	 0.910	 1.55	 0.84	 8.25	 15.22	 255.33	 29.42	 271.12	
-90	 0.910	 1.68	 0.84	 8.27	 15.28	 256.15	 29.45	 270.61	
-80	 0.910	 1.77	 0.84	 8.30	 15.31	 257.23	 29.45	 269.19	
-70	 0.910	 1.87	 0.84	 8.31	 15.34	 258.01	 29.47	 268.82	
-60	 0.910	 1.95	 0.84	 8.33	 15.37	 258.70	 29.46	 268.59	
-50	 0.910	 2.02	 0.84	 8.35	 15.36	 259.40	 29.45	 269.46	
-40	 0.910	 2.07	 0.84	 8.37	 15.35	 259.90	 29.43	 270.45	
-30	 0.910	 2.12	 0.84	 8.38	 15.34	 260.40	 29.38	 271.32	
-20	 0.910	 2.15	 0.84	 8.41	 15.31	 260.36	 29.35	 272.56	
-10	 0.910	 2.17	 0.84	 8.42	 15.25	 259.88	 29.32	 274.36	
  0	 0.910	 2.18	 0.84	 8.44	 15.17	 259.43	 29.34	 276.27	
 10	 0.910	 2.17	 0.84	 8.44	 15.09	 259.39	 29.39	 278.80	
 20	 0.910	 2.14	 0.84	 8.47	 14.97	 259.26	 29.40	 280.89	
 30	 0.910	 2.11	 0.84	 8.48	 14.88	 259.46	 29.40	 283.11	
 40	 0.910	 2.06	 0.84	 8.49	 14.81	 259.74	 29.40	 285.59	
 50	 0.910	 2.00	 0.84	 8.50	 14.73	 260.02	 29.31	 287.94	
 60	 0.910	 1.92	 0.84	 8.52	 14.66	 260.40	 29.21	 290.27	
 70	 0.910	 1.83	 0.83	 8.53	 14.60	 260.58	 29.05	 292.13	
 80	 0.910	 1.72	 0.83	 8.54	 14.57	 260.82	 28.87	 293.90	
 90	 0.910	 1.61	 0.82	 8.56	 14.56	 260.56	 28.72	 295.25	
100	 0.910	 1.48	 0.82	 8.56	 14.55	 260.53	 28.60	 295.95	
110	 0.910	 1.34	 0.82	 8.58	 14.57	 260.04	 28.42	 295.53	
120	 0.910	 1.19	 0.83	 8.59	 14.57	 259.36	 28.29	 294.83	
130	 0.910	 1.02	 0.83	 8.60	 14.56	 259.16	 28.17	 294.03	
140	 0.910	 0.85	 0.83	 8.60	 14.53	 258.76	 28.09	 293.41	
150	 0.910	 0.67	 0.83	 8.61	 14.45	 258.83	 27.99	 292.32	
160	 0.910	 0.48	 0.83	 8.61	 14.42	 258.50	 27.84	 291.79	
170	 0.910	 0.29	 0.83	 8.62	 14.34	 258.34	 27.68	 291.92	
180	 0.910	 0.10	 0.82	 8.62	 14.30	 258.85	 27.51	 291.61	
