Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°28
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.780	 0.16	 0.18	 4.95	 13.78	 259.79	 12.41	 246.80	
-170	 0.780	 0.39	 0.17	 4.95	 13.88	 260.16	 12.47	 247.51	
-160	 0.780	 0.62	 0.17	 4.94	 13.93	 260.15	 12.54	 247.37	
-150	 0.780	 0.84	 0.17	 4.94	 14.00	 260.25	 12.61	 246.88	
-140	 0.780	 1.05	 0.17	 4.94	 14.08	 260.04	 12.64	 246.08	
-130	 0.780	 1.25	 0.16	 4.93	 14.10	 259.35	 12.65	 246.00	
-120	 0.780	 1.44	 0.17	 4.93	 14.12	 258.59	 12.67	 245.54	
-110	 0.780	 1.61	 0.17	 4.93	 14.11	 258.05	 12.66	 245.22	
-100	 0.780	 1.77	 0.17	 4.92	 14.11	 257.95	 12.65	 245.36	
-90	 0.780	 1.93	 0.17	 4.91	 14.05	 257.88	 12.62	 246.49	
-80	 0.780	 2.05	 0.16	 4.90	 14.03	 258.33	 12.59	 247.12	
-70	 0.780	 2.17	 0.16	 4.89	 14.06	 258.69	 12.58	 247.01	
-60	 0.780	 2.27	 0.16	 4.89	 14.08	 259.15	 12.60	 246.16	
-50	 0.780	 2.36	 0.15	 4.88	 14.09	 259.75	 12.59	 245.09	
-40	 0.780	 2.43	 0.15	 4.87	 14.08	 260.15	 12.59	 244.62	
-30	 0.780	 2.49	 0.15	 4.86	 14.10	 260.30	 12.62	 243.87	
-20	 0.780	 2.52	 0.15	 4.86	 14.11	 260.48	 12.66	 244.13	
-10	 0.780	 2.55	 0.15	 4.85	 14.13	 260.36	 12.74	 244.06	
  0	 0.780	 2.56	 0.15	 4.84	 14.19	 260.20	 12.83	 244.64	
 10	 0.780	 2.55	 0.15	 4.83	 14.26	 259.92	 12.91	 245.24	
 20	 0.780	 2.53	 0.16	 4.83	 14.36	 260.25	 13.00	 246.16	
 30	 0.780	 2.49	 0.15	 4.81	 14.46	 260.84	 13.12	 247.45	
 40	 0.780	 2.44	 0.15	 4.80	 14.57	 261.14	 13.25	 247.97	
 50	 0.780	 2.37	 0.14	 4.80	 14.64	 262.03	 13.34	 248.05	
 60	 0.780	 2.29	 0.14	 4.78	 14.67	 262.85	 13.40	 248.83	
 70	 0.780	 2.20	 0.14	 4.77	 14.71	 263.60	 13.45	 250.16	
 80	 0.780	 2.09	 0.14	 4.76	 14.74	 264.28	 13.54	 250.52	
 90	 0.780	 1.97	 0.14	 4.75	 14.79	 264.97	 13.61	 250.12	
100	 0.780	 1.82	 0.13	 4.73	 14.82	 265.46	 13.67	 250.09	
110	 0.780	 1.68	 0.13	 4.72	 14.85	 266.05	 13.71	 251.40	
120	 0.780	 1.52	 0.13	 4.70	 14.86	 266.65	 13.78	 252.03	
130	 0.780	 1.34	 0.14	 4.70	 14.84	 267.27	 13.82	 252.52	
140	 0.780	 1.16	 0.14	 4.69	 14.77	 268.03	 13.78	 252.42	
150	 0.780	 0.96	 0.14	 4.67	 14.66	 268.50	 13.77	 253.08	
160	 0.780	 0.77	 0.14	 4.66	 14.55	 268.85	 13.72	 252.99	
170	 0.780	 0.56	 0.14	 4.65	 14.45	 269.20	 13.63	 252.46	
180	 0.780	 0.34	 0.14	 4.64	 14.35	 269.44	 13.51	 251.74	
