Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°159
Type of Scenario: variation around a statistical event (scenario n°92) 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.850	 0.10	 0.84	 3.38	 9.63	 266.73	 9.50	 250.51	
-170	 0.850	 0.35	 0.84	 3.37	 9.61	 266.13	 9.49	 251.92	
-160	 0.850	 0.58	 0.84	 3.38	 9.55	 265.34	 9.45	 253.92	
-150	 0.850	 0.82	 0.84	 3.38	 9.53	 264.15	 9.37	 256.13	
-140	 0.850	 1.04	 0.83	 3.39	 9.50	 263.05	 9.26	 256.49	
-130	 0.850	 1.25	 0.83	 3.39	 9.50	 262.42	 9.16	 257.01	
-120	 0.850	 1.45	 0.84	 3.40	 9.50	 261.59	 9.08	 258.01	
-110	 0.850	 1.64	 0.84	 3.41	 9.49	 260.92	 8.98	 258.81	
-100	 0.850	 1.80	 0.84	 3.42	 9.42	 260.25	 8.91	 260.45	
-90	 0.850	 1.96	 0.84	 3.42	 9.30	 259.81	 8.85	 262.15	
-80	 0.850	 2.10	 0.84	 3.42	 9.20	 259.25	 8.80	 264.03	
-70	 0.850	 2.22	 0.83	 3.43	 9.10	 258.73	 8.79	 265.39	
-60	 0.850	 2.33	 0.83	 3.44	 9.02	 258.53	 8.77	 266.93	
-50	 0.850	 2.42	 0.83	 3.45	 8.94	 258.06	 8.77	 268.26	
-40	 0.850	 2.49	 0.83	 3.46	 8.94	 257.55	 8.77	 268.42	
-30	 0.850	 2.55	 0.83	 3.46	 8.97	 256.80	 8.77	 268.53	
-20	 0.850	 2.59	 0.83	 3.47	 9.02	 255.94	 8.75	 268.58	
-10	 0.850	 2.61	 0.83	 3.48	 9.07	 254.88	 8.75	 268.82	
  0	 0.850	 2.62	 0.83	 3.48	 9.13	 253.36	 8.76	 269.77	
 10	 0.850	 2.61	 0.83	 3.48	 9.18	 252.04	 8.75	 270.91	
 20	 0.850	 2.59	 0.83	 3.49	 9.22	 250.90	 8.75	 272.57	
 30	 0.850	 2.55	 0.83	 3.49	 9.28	 249.80	 8.76	 274.19	
 40	 0.850	 2.50	 0.83	 3.49	 9.33	 248.43	 8.79	 276.32	
 50	 0.850	 2.42	 0.82	 3.49	 9.38	 247.31	 8.82	 278.49	
 60	 0.850	 2.36	 0.82	 3.50	 9.42	 246.34	 8.89	 279.78	
 70	 0.850	 2.27	 0.82	 3.50	 9.43	 245.14	 8.98	 280.25	
 80	 0.850	 2.16	 0.82	 3.50	 9.48	 243.89	 9.05	 281.34	
 90	 0.850	 2.03	 0.81	 3.50	 9.49	 242.32	 9.10	 281.86	
100	 0.850	 1.91	 0.81	 3.51	 9.49	 241.08	 9.12	 282.74	
110	 0.850	 1.76	 0.80	 3.51	 9.49	 239.72	 9.10	 283.64	
120	 0.850	 1.61	 0.80	 3.52	 9.48	 238.23	 9.09	 284.59	
130	 0.850	 1.44	 0.80	 3.53	 9.50	 237.13	 9.05	 285.68	
140	 0.850	 1.26	 0.80	 3.53	 9.49	 236.04	 8.98	 286.15	
150	 0.850	 1.08	 0.80	 3.53	 9.47	 234.82	 8.91	 286.43	
160	 0.850	 0.89	 0.79	 3.54	 9.48	 233.70	 8.85	 284.86	
170	 0.850	 0.69	 0.79	 3.54	 9.50	 232.83	 8.78	 283.14	
180	 0.850	 0.47	 0.79	 3.54	 9.55	 231.96	 8.72	 281.76	
