Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°33
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.430	 -0.01	 0.65	 7.85	 24.38	 249.17	 21.71	 307.44	
-170	 0.430	 0.19	 0.65	 7.87	 24.46	 247.61	 21.75	 306.37	
-160	 0.430	 0.37	 0.65	 7.90	 24.53	 245.94	 21.77	 306.51	
-150	 0.430	 0.56	 0.65	 7.93	 24.66	 244.34	 21.80	 306.36	
-140	 0.430	 0.75	 0.65	 7.95	 24.77	 242.83	 21.84	 306.55	
-130	 0.430	 0.92	 0.66	 7.97	 24.88	 241.70	 21.93	 306.81	
-120	 0.430	 1.09	 0.66	 8.00	 25.00	 241.31	 21.99	 307.86	
-110	 0.430	 1.24	 0.66	 8.03	 25.16	 240.16	 22.03	 309.29	
-100	 0.430	 1.39	 0.67	 8.06	 25.31	 238.84	 22.02	 310.20	
-90	 0.430	 1.52	 0.67	 8.08	 25.43	 238.43	 21.97	 311.53	
-80	 0.430	 1.65	 0.67	 8.11	 25.54	 238.03	 21.88	 312.92	
-70	 0.430	 1.76	 0.67	 8.14	 25.62	 237.28	 21.77	 314.53	
-60	 0.430	 1.86	 0.68	 8.16	 25.66	 236.37	 21.68	 316.64	
-50	 0.430	 1.94	 0.68	 8.19	 25.70	 236.07	 21.60	 318.83	
-40	 0.430	 2.01	 0.68	 8.20	 25.73	 236.09	 21.54	 320.67	
-30	 0.430	 2.07	 0.69	 8.24	 25.75	 235.78	 21.53	 322.26	
-20	 0.430	 2.10	 0.69	 8.26	 25.79	 235.66	 21.53	 323.90	
-10	 0.430	 2.12	 0.69	 8.28	 25.80	 235.81	 21.55	 325.32	
  0	 0.430	 2.15	 0.70	 8.31	 25.86	 236.02	 21.52	 326.71	
 10	 0.430	 2.15	 0.70	 8.33	 25.93	 236.55	 21.49	 328.60	
 20	 0.430	 2.13	 0.71	 8.35	 26.01	 237.54	 21.46	 330.13	
 30	 0.430	 2.10	 0.70	 8.37	 26.08	 238.18	 21.40	 331.96	
 40	 0.430	 2.06	 0.71	 8.38	 26.12	 238.87	 21.35	 333.62	
 50	 0.430	 2.00	 0.71	 8.40	 26.23	 239.97	 21.28	 335.17	
 60	 0.430	 1.93	 0.71	 8.42	 26.27	 241.24	 21.21	 336.69	
 70	 0.430	 1.85	 0.71	 8.43	 26.31	 242.70	 21.14	 337.69	
 80	 0.430	 1.76	 0.70	 8.44	 26.34	 244.04	 21.04	 339.92	
 90	 0.430	 1.66	 0.70	 8.44	 26.38	 245.56	 20.96	 342.40	
100	 0.430	 1.55	 0.70	 8.46	 26.41	 246.90	 20.91	 343.68	
110	 0.430	 1.42	 0.70	 8.47	 26.44	 247.69	 20.84	 344.14	
120	 0.430	 1.28	 0.70	 8.47	 26.49	 248.20	 20.76	 344.45	
130	 0.430	 1.14	 0.70	 8.48	 26.54	 248.63	 20.64	 344.39	
140	 0.430	 0.98	 0.71	 8.47	 26.61	 248.96	 20.57	 344.44	
150	 0.430	 0.82	 0.71	 8.48	 26.66	 249.45	 20.47	 343.78	
160	 0.430	 0.66	 0.70	 8.49	 26.67	 249.88	 20.35	 343.64	
170	 0.430	 0.49	 0.71	 8.49	 26.66	 250.28	 20.22	 344.15	
180	 0.430	 0.32	 0.71	 8.49	 26.67	 250.81	 20.07	 344.90	
