Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°62
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.560	 0.03	 0.65	 5.88	 20.26	 243.85	 15.12	 225.88	
-170	 1.560	 0.21	 0.65	 5.88	 20.38	 244.31	 15.04	 226.70	
-160	 1.560	 0.40	 0.65	 5.88	 20.53	 244.79	 14.85	 227.01	
-150	 1.560	 0.57	 0.65	 5.88	 20.68	 244.89	 14.70	 227.15	
-140	 1.560	 0.73	 0.64	 5.88	 20.87	 244.89	 14.49	 227.50	
-130	 1.560	 0.89	 0.64	 5.87	 21.04	 245.01	 14.34	 228.20	
-120	 1.560	 1.05	 0.65	 5.87	 21.19	 244.65	 14.22	 228.74	
-110	 1.560	 1.20	 0.64	 5.88	 21.29	 244.36	 14.13	 229.46	
-100	 1.560	 1.33	 0.64	 5.88	 21.39	 243.75	 14.08	 230.19	
-90	 1.560	 1.45	 0.64	 5.88	 21.46	 243.52	 14.01	 231.95	
-80	 1.560	 1.56	 0.64	 5.89	 21.53	 243.51	 13.93	 234.31	
-70	 1.560	 1.66	 0.64	 5.88	 21.58	 243.03	 13.81	 237.05	
-60	 1.560	 1.75	 0.63	 5.89	 21.61	 243.01	 13.65	 240.16	
-50	 1.560	 1.83	 0.62	 5.90	 21.66	 243.28	 13.49	 243.71	
-40	 1.560	 1.89	 0.62	 5.89	 21.66	 243.41	 13.35	 247.84	
-30	 1.560	 1.94	 0.62	 5.89	 21.66	 243.43	 13.22	 252.46	
-20	 1.560	 1.97	 0.62	 5.90	 21.65	 243.62	 13.11	 257.28	
-10	 1.560	 1.99	 0.62	 5.90	 21.67	 243.67	 13.00	 261.79	
  0	 1.560	 2.00	 0.63	 5.91	 21.67	 243.74	 12.88	 265.35	
 10	 1.560	 1.98	 0.63	 5.91	 21.67	 243.67	 12.79	 268.04	
 20	 1.560	 1.97	 0.62	 5.92	 21.68	 243.68	 12.74	 269.83	
 30	 1.560	 1.94	 0.62	 5.91	 21.69	 243.79	 12.68	 271.05	
 40	 1.560	 1.89	 0.61	 5.92	 21.67	 243.57	 12.67	 271.22	
 50	 1.560	 1.83	 0.61	 5.92	 21.62	 243.37	 12.66	 271.38	
 60	 1.560	 1.76	 0.61	 5.93	 21.61	 243.14	 12.65	 271.46	
 70	 1.560	 1.67	 0.61	 5.92	 21.56	 242.81	 12.63	 271.89	
 80	 1.560	 1.58	 0.60	 5.92	 21.52	 242.63	 12.62	 273.00	
 90	 1.560	 1.46	 0.60	 5.92	 21.48	 242.34	 12.61	 273.34	
100	 1.560	 1.35	 0.60	 5.92	 21.46	 242.24	 12.61	 274.10	
110	 1.560	 1.22	 0.60	 5.92	 21.43	 242.52	 12.63	 275.44	
120	 1.560	 1.09	 0.59	 5.92	 21.37	 242.73	 12.67	 275.75	
130	 1.560	 0.95	 0.59	 5.92	 21.33	 243.25	 12.68	 276.01	
140	 1.560	 0.80	 0.58	 5.92	 21.27	 243.83	 12.67	 276.63	
150	 1.560	 0.65	 0.59	 5.93	 21.18	 244.73	 12.70	 277.56	
160	 1.560	 0.48	 0.58	 5.93	 21.12	 245.56	 12.72	 277.57	
170	 1.560	 0.31	 0.58	 5.93	 21.05	 245.99	 12.70	 277.91	
180	 1.560	 0.15	 0.59	 5.93	 20.96	 246.02	 12.72	 279.01	
