Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°51
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 1.560	 0.23	 0.77	 5.45	 17.52	 281.38	 14.54	 287.51	
-170	 1.560	 0.39	 0.77	 5.45	 17.60	 280.68	 14.64	 286.09	
-160	 1.560	 0.55	 0.77	 5.45	 17.68	 279.80	 14.72	 285.36	
-150	 1.560	 0.72	 0.77	 5.45	 17.75	 279.25	 14.75	 284.99	
-140	 1.560	 0.87	 0.77	 5.46	 17.89	 278.72	 14.80	 284.80	
-130	 1.560	 1.01	 0.77	 5.47	 18.04	 278.21	 14.88	 284.53	
-120	 1.560	 1.16	 0.77	 5.47	 18.22	 277.75	 14.95	 285.51	
-110	 1.560	 1.29	 0.77	 5.48	 18.35	 277.21	 15.05	 286.13	
-100	 1.560	 1.42	 0.77	 5.48	 18.47	 276.12	 15.17	 286.38	
-90	 1.560	 1.54	 0.78	 5.49	 18.59	 274.68	 15.27	 287.78	
-80	 1.560	 1.64	 0.77	 5.48	 18.65	 273.06	 15.35	 288.96	
-70	 1.560	 1.74	 0.77	 5.49	 18.70	 271.93	 15.44	 289.74	
-60	 1.560	 1.83	 0.77	 5.49	 18.74	 270.98	 15.54	 290.08	
-50	 1.560	 1.90	 0.77	 5.49	 18.77	 270.20	 15.57	 291.14	
-40	 1.560	 1.96	 0.76	 5.49	 18.83	 269.87	 15.65	 292.47	
-30	 1.560	 2.01	 0.76	 5.49	 18.87	 269.52	 15.69	 293.37	
-20	 1.560	 2.04	 0.76	 5.49	 18.93	 269.27	 15.78	 294.05	
-10	 1.560	 2.07	 0.76	 5.48	 19.01	 268.15	 15.88	 294.98	
  0	 1.560	 2.07	 0.76	 5.49	 19.07	 267.00	 15.99	 294.61	
 10	 1.560	 2.06	 0.75	 5.50	 19.14	 265.70	 16.07	 293.97	
 20	 1.560	 2.04	 0.75	 5.50	 19.26	 264.45	 16.11	 292.76	
 30	 1.560	 2.01	 0.75	 5.51	 19.36	 263.19	 16.17	 291.34	
 40	 1.560	 1.95	 0.75	 5.51	 19.45	 262.12	 16.21	 289.10	
 50	 1.560	 1.89	 0.74	 5.50	 19.52	 261.64	 16.22	 287.43	
 60	 1.560	 1.82	 0.74	 5.51	 19.58	 261.34	 16.23	 286.71	
 70	 1.560	 1.73	 0.74	 5.51	 19.64	 261.25	 16.29	 286.32	
 80	 1.560	 1.63	 0.74	 5.52	 19.66	 261.22	 16.32	 286.69	
 90	 1.560	 1.52	 0.73	 5.52	 19.69	 261.62	 16.36	 287.03	
100	 1.560	 1.40	 0.73	 5.52	 19.70	 261.92	 16.46	 287.34	
110	 1.560	 1.27	 0.73	 5.52	 19.71	 262.11	 16.55	 287.13	
120	 1.560	 1.13	 0.73	 5.53	 19.73	 262.29	 16.64	 286.89	
130	 1.560	 0.98	 0.73	 5.52	 19.76	 262.56	 16.72	 285.89	
140	 1.560	 0.82	 0.73	 5.52	 19.78	 262.55	 16.81	 284.80	
150	 1.560	 0.67	 0.73	 5.52	 19.78	 261.63	 16.87	 284.43	
160	 1.560	 0.49	 0.72	 5.53	 19.80	 260.67	 16.93	 285.69	
170	 1.560	 0.33	 0.72	 5.53	 19.80	 259.77	 17.01	 287.10	
180	 1.560	 0.16	 0.72	 5.53	 19.82	 259.42	 17.08	 289.67	
