Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°66
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.360	 0.06	 0.80	 7.00	 15.21	 247.23	 18.11	 213.27	
-170	 0.360	 0.27	 0.80	 7.02	 15.15	 247.96	 18.14	 212.99	
-160	 0.360	 0.48	 0.79	 7.04	 15.08	 247.80	 18.16	 212.91	
-150	 0.360	 0.68	 0.79	 7.05	 15.00	 247.52	 18.25	 213.24	
-140	 0.360	 0.87	 0.79	 7.07	 14.96	 247.50	 18.32	 213.78	
-130	 0.360	 1.05	 0.79	 7.08	 14.95	 247.02	 18.38	 213.46	
-120	 0.360	 1.23	 0.79	 7.10	 14.98	 246.83	 18.45	 213.32	
-110	 0.360	 1.39	 0.79	 7.12	 15.00	 246.96	 18.46	 213.91	
-100	 0.360	 1.54	 0.79	 7.13	 14.96	 247.42	 18.48	 213.01	
-90	 0.360	 1.67	 0.80	 7.15	 14.93	 247.62	 18.44	 211.75	
-80	 0.360	 1.80	 0.80	 7.17	 14.91	 247.54	 18.41	 210.33	
-70	 0.360	 1.91	 0.79	 7.17	 14.90	 248.16	 18.40	 209.28	
-60	 0.360	 2.00	 0.79	 7.19	 14.89	 248.88	 18.37	 208.46	
-50	 0.360	 2.08	 0.79	 7.21	 14.85	 249.45	 18.31	 207.39	
-40	 0.360	 2.15	 0.79	 7.23	 14.83	 250.10	 18.25	 206.37	
-30	 0.360	 2.20	 0.79	 7.24	 14.83	 250.98	 18.19	 205.13	
-20	 0.360	 2.24	 0.79	 7.25	 14.84	 251.96	 18.11	 203.11	
-10	 0.360	 2.26	 0.79	 7.26	 14.86	 252.36	 18.01	 201.19	
  0	 0.360	 2.27	 0.79	 7.27	 14.85	 252.44	 17.95	 199.29	
 10	 0.360	 2.26	 0.79	 7.27	 14.89	 252.66	 17.94	 196.72	
 20	 0.360	 2.23	 0.79	 7.29	 14.95	 252.78	 17.98	 193.76	
 30	 0.360	 2.20	 0.78	 7.30	 14.97	 252.45	 18.04	 190.94	
 40	 0.360	 2.15	 0.78	 7.30	 14.99	 252.20	 18.11	 189.00	
 50	 0.360	 2.09	 0.78	 7.32	 14.99	 252.42	 18.16	 187.09	
 60	 0.360	 2.01	 0.78	 7.34	 14.95	 252.47	 18.21	 185.54	
 70	 0.360	 1.93	 0.78	 7.35	 14.89	 252.35	 18.23	 183.34	
 80	 0.360	 1.82	 0.78	 7.36	 14.85	 252.14	 18.27	 182.24	
 90	 0.360	 1.71	 0.78	 7.37	 14.82	 251.93	 18.30	 180.44	
100	 0.360	 1.59	 0.78	 7.38	 14.80	 252.10	 18.33	 178.19	
110	 0.360	 1.44	 0.77	 7.39	 14.86	 252.08	 18.37	 177.03	
120	 0.360	 1.30	 0.77	 7.40	 14.93	 252.09	 18.40	 175.47	
130	 0.360	 1.15	 0.77	 7.41	 15.02	 252.50	 18.40	 174.24	
140	 0.360	 0.98	 0.77	 7.43	 15.11	 253.33	 18.38	 172.85	
150	 0.360	 0.80	 0.77	 7.44	 15.15	 254.54	 18.37	 170.92	
160	 0.360	 0.63	 0.78	 7.44	 15.22	 255.26	 18.33	 168.68	
170	 0.360	 0.44	 0.78	 7.45	 15.24	 255.86	 18.30	 166.16	
180	 0.360	 0.25	 0.78	 7.46	 15.24	 256.89	 18.28	 163.31	
