Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°107
Type of Scenario: real past forcing event (from the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 2001-02-07T02:40:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.499	 0.22	 0.18	 5.09	 15.46	 251.47	 9.31	 212.88	
-170	 0.499	 0.38	 0.18	 5.09	 15.48	 251.38	 9.49	 212.30	
-160	 0.499	 0.53	 0.18	 5.08	 15.49	 251.29	 9.66	 211.72	
-150	 0.499	 0.69	 0.17	 5.07	 15.51	 251.29	 9.52	 211.74	
-140	 0.499	 0.83	 0.17	 5.06	 15.52	 251.29	 9.38	 211.77	
-130	 0.499	 0.98	 0.17	 5.05	 15.54	 251.29	 9.24	 211.79	
-120	 0.499	 1.11	 0.17	 5.05	 15.55	 251.29	 9.09	 211.82	
-110	 0.499	 1.24	 0.17	 5.04	 15.57	 251.29	 8.95	 211.84	
-100	 0.499	 1.36	 0.16	 5.03	 15.58	 251.29	 8.81	 211.87	
-90	 0.499	 1.47	 0.16	 5.02	 15.60	 251.29	 8.72	 211.82	
-80	 0.499	 1.57	 0.16	 5.01	 15.61	 251.29	 8.63	 211.78	
-70	 0.499	 1.66	 0.16	 5.00	 15.63	 251.29	 8.54	 211.73	
-60	 0.499	 1.74	 0.16	 4.99	 15.64	 251.29	 8.45	 211.69	
-50	 0.499	 1.80	 0.16	 4.98	 15.66	 251.29	 8.36	 211.64	
-40	 0.499	 1.86	 0.16	 4.97	 15.67	 251.29	 8.27	 211.59	
-30	 0.499	 1.91	 0.16	 4.96	 15.69	 251.29	 8.02	 210.57	
-20	 0.499	 1.95	 0.16	 4.96	 15.70	 251.29	 7.78	 209.54	
-10	 0.499	 1.97	 0.16	 4.95	 15.72	 251.29	 7.54	 208.52	
  0	 0.499	 1.98	 0.16	 4.94	 15.73	 251.29	 7.30	 207.49	
 10	 0.499	 1.98	 0.16	 4.93	 15.75	 251.29	 7.06	 206.46	
 20	 0.499	 1.97	 0.16	 4.92	 15.76	 251.29	 6.82	 205.44	
 30	 0.499	 1.94	 0.17	 4.91	 15.78	 251.29	 6.67	 203.83	
 40	 0.499	 1.90	 0.17	 4.90	 15.79	 251.29	 6.52	 202.23	
 50	 0.499	 1.85	 0.17	 4.89	 15.81	 251.29	 6.37	 200.62	
 60	 0.499	 1.79	 0.17	 4.88	 15.82	 251.29	 6.22	 199.01	
 70	 0.499	 1.72	 0.17	 4.87	 15.84	 251.29	 6.06	 197.41	
 80	 0.499	 1.63	 0.18	 4.87	 15.85	 251.29	 5.91	 195.80	
 90	 0.499	 1.53	 0.18	 4.86	 15.87	 251.29	 5.89	 193.71	
100	 0.499	 1.42	 0.18	 4.85	 15.88	 251.29	 5.86	 191.63	
110	 0.499	 1.30	 0.18	 4.84	 15.90	 251.29	 5.84	 189.54	
120	 0.499	 1.17	 0.19	 4.83	 15.91	 251.29	 5.81	 187.46	
130	 0.499	 1.03	 0.19	 4.82	 15.93	 251.29	 5.79	 185.37	
140	 0.499	 0.88	 0.19	 4.81	 15.94	 251.29	 5.76	 183.28	
150	 0.499	 0.73	 0.19	 4.80	 15.96	 251.29	 6.07	 181.45	
160	 0.499	 0.56	 0.19	 4.79	 15.97	 251.29	 6.39	 179.61	
170	 0.499	 0.39	 0.19	 4.78	 15.99	 251.29	 6.70	 177.77	
180	 0.499	 0.22	 0.19	 4.78	 16.00	 251.29	 7.01	 175.93	
