Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°82
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.560	 0.11	 0.15	 2.60	 9.77	 255.45	 13.23	 227.81	
-170	 0.560	 0.29	 0.15	 2.60	 9.79	 254.92	 13.25	 226.56	
-160	 0.560	 0.45	 0.16	 2.61	 9.83	 254.67	 13.26	 225.76	
-150	 0.560	 0.62	 0.16	 2.61	 9.85	 254.81	 13.32	 224.67	
-140	 0.560	 0.76	 0.16	 2.62	 9.87	 255.41	 13.36	 222.82	
-130	 0.560	 0.91	 0.16	 2.61	 9.88	 256.09	 13.32	 220.06	
-120	 0.560	 1.05	 0.16	 2.61	 9.89	 256.77	 13.27	 217.08	
-110	 0.560	 1.18	 0.16	 2.62	 9.88	 257.66	 13.24	 214.34	
-100	 0.560	 1.29	 0.16	 2.61	 9.84	 258.55	 13.25	 212.26	
-90	 0.560	 1.40	 0.16	 2.61	 9.80	 259.48	 13.21	 209.99	
-80	 0.560	 1.50	 0.16	 2.61	 9.75	 260.45	 13.15	 208.91	
-70	 0.560	 1.58	 0.15	 2.61	 9.75	 261.18	 13.12	 208.39	
-60	 0.560	 1.65	 0.16	 2.61	 9.76	 262.12	 13.07	 208.74	
-50	 0.560	 1.71	 0.16	 2.61	 9.81	 263.20	 12.99	 208.43	
-40	 0.560	 1.75	 0.16	 2.61	 9.84	 264.27	 12.87	 208.80	
-30	 0.560	 1.80	 0.16	 2.61	 9.85	 265.01	 12.80	 209.15	
-20	 0.560	 1.82	 0.16	 2.60	 9.85	 265.38	 12.73	 209.26	
-10	 0.560	 1.84	 0.16	 2.60	 9.83	 266.28	 12.61	 209.28	
  0	 0.560	 1.84	 0.15	 2.60	 9.83	 267.32	 12.50	 209.10	
 10	 0.560	 1.83	 0.16	 2.60	 9.80	 268.13	 12.36	 209.40	
 20	 0.560	 1.81	 0.16	 2.59	 9.81	 269.07	 12.19	 208.77	
 30	 0.560	 1.79	 0.16	 2.59	 9.82	 270.14	 12.01	 207.98	
 40	 0.560	 1.75	 0.15	 2.59	 9.86	 271.51	 11.84	 207.32	
 50	 0.560	 1.71	 0.15	 2.58	 9.89	 272.56	 11.71	 206.33	
 60	 0.560	 1.65	 0.15	 2.57	 9.91	 273.19	 11.57	 205.03	
 70	 0.560	 1.58	 0.15	 2.57	 9.95	 273.82	 11.44	 203.64	
 80	 0.560	 1.51	 0.14	 2.56	 9.97	 273.69	 11.30	 202.33	
 90	 0.560	 1.43	 0.14	 2.56	 10.05	 273.82	 11.15	 201.35	
100	 0.560	 1.34	 0.15	 2.56	 10.12	 273.92	 11.01	 200.93	
110	 0.560	 1.25	 0.14	 2.56	 10.20	 273.98	 10.87	 200.55	
120	 0.560	 1.14	 0.14	 2.55	 10.28	 274.18	 10.72	 199.98	
130	 0.560	 1.03	 0.14	 2.55	 10.31	 274.16	 10.61	 199.50	
140	 0.560	 0.92	 0.14	 2.56	 10.34	 274.32	 10.53	 199.11	
150	 0.560	 0.79	 0.15	 2.55	 10.28	 274.45	 10.42	 198.63	
160	 0.560	 0.66	 0.15	 2.56	 10.20	 274.41	 10.33	 197.51	
170	 0.560	 0.52	 0.15	 2.55	 10.10	 274.44	 10.20	 196.57	
180	 0.560	 0.39	 0.15	 2.56	 10.01	 274.57	 10.10	 195.83	
