Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°208
Type of Scenario: real past forcing event (outside the damage database of Idier et al. (2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]) 
High Tide date (UTC): 1926-10-28T08:30:00 
Data source: Hydro-Meteorological database (1900-2016) built by Idier et al.(2020) [https://link.springer.com/article/10.1007/s11069-020-03882-4]. 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.370	 0.13	 0.37	 2.73	 12.14	 256.36	 6.19	 175.25	
-170	 0.370	 0.21	 0.37	 2.72	 12.17	 256.30	 6.10	 176.02	
-160	 0.370	 0.28	 0.37	 2.71	 12.20	 256.23	 6.01	 176.79	
-150	 0.370	 0.35	 0.37	 2.71	 12.23	 256.16	 5.93	 177.56	
-140	 0.370	 0.42	 0.37	 2.70	 12.24	 256.16	 5.88	 177.87	
-130	 0.370	 0.48	 0.37	 2.69	 12.24	 256.15	 5.83	 178.18	
-120	 0.370	 0.53	 0.37	 2.68	 12.24	 256.15	 5.78	 178.49	
-110	 0.370	 0.59	 0.37	 2.68	 12.24	 256.15	 5.73	 178.81	
-100	 0.370	 0.63	 0.37	 2.67	 12.24	 256.14	 5.68	 179.12	
-90	 0.370	 0.67	 0.37	 2.66	 12.24	 256.14	 5.63	 179.43	
-80	 0.370	 0.71	 0.37	 2.65	 12.24	 256.13	 5.58	 179.74	
-70	 0.370	 0.74	 0.37	 2.65	 12.24	 256.13	 5.53	 180.05	
-60	 0.370	 0.76	 0.37	 2.64	 12.24	 256.12	 5.48	 180.37	
-50	 0.370	 0.78	 0.37	 2.63	 12.25	 256.12	 5.43	 180.68	
-40	 0.370	 0.80	 0.37	 2.62	 12.25	 256.12	 5.38	 180.99	
-30	 0.370	 0.81	 0.37	 2.62	 12.25	 256.11	 5.33	 181.30	
-20	 0.370	 0.82	 0.37	 2.61	 12.25	 256.11	 5.28	 181.61	
-10	 0.370	 0.82	 0.37	 2.60	 12.25	 256.10	 5.23	 181.93	
  0	 0.370	 0.83	 0.37	 2.59	 12.25	 256.10	 5.18	 182.24	
 10	 0.370	 0.83	 0.37	 2.59	 12.25	 256.09	 5.13	 182.55	
 20	 0.370	 0.82	 0.37	 2.58	 12.25	 256.09	 5.08	 182.86	
 30	 0.370	 0.82	 0.37	 2.57	 12.26	 256.09	 5.03	 183.17	
 40	 0.370	 0.81	 0.37	 2.56	 12.26	 256.08	 4.98	 183.49	
 50	 0.370	 0.80	 0.37	 2.56	 12.26	 256.08	 4.93	 183.80	
 60	 0.370	 0.78	 0.37	 2.55	 12.26	 256.07	 4.88	 184.11	
 70	 0.370	 0.76	 0.37	 2.54	 12.26	 256.07	 4.83	 184.42	
 80	 0.370	 0.74	 0.37	 2.53	 12.26	 256.06	 4.78	 184.73	
 90	 0.370	 0.72	 0.37	 2.52	 12.26	 256.06	 4.73	 185.05	
100	 0.370	 0.69	 0.37	 2.52	 12.26	 256.06	 4.68	 185.36	
110	 0.370	 0.66	 0.37	 2.51	 12.27	 256.05	 4.63	 185.67	
120	 0.370	 0.63	 0.37	 2.50	 12.27	 256.05	 4.58	 185.98	
130	 0.370	 0.59	 0.37	 2.49	 12.27	 256.04	 4.53	 186.29	
140	 0.370	 0.54	 0.37	 2.49	 12.27	 256.04	 4.48	 186.61	
150	 0.370	 0.50	 0.36	 2.48	 12.27	 256.03	 4.43	 186.92	
160	 0.370	 0.45	 0.36	 2.47	 12.27	 256.03	 4.38	 187.23	
170	 0.370	 0.39	 0.36	 2.46	 12.27	 256.03	 4.33	 187.54	
180	 0.370	 0.34	 0.36	 2.46	 12.27	 256.02	 4.28	 187.85	
