Input data (X), from "High Tide -3h" to "High Tide +3h", with t=0 at High Tide 
----------------- 
Description 
Each input scenario is a dataset of time series of the following 8 variables, over a 6h time span, centered on high tide. 
- NM: relative mean sea level (m), referenced to the French vertical datum (IGN69). Representative of the regional relative mean sea level (i.e. mean sea level accounting for the vertical ground motions). 
- T: tidal water level (m), referenced to the relative mean sea level. Location (WGS84): (-3.36°E, 47.68°N). 
- S: atmospheric storm surge (m). Location (WGS84): (-3.36°E, 47.68°N). 
- Hs: significant wave height (m). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Tp: wave peak period (s). Location (WGS84): (-3.4778°E, 47.5606°N). 
- Dp: wave peak direction (° in nautical convention). Location (WGS84): (-3.4778°E, 47.5606°N). 
- U: wind speed (m/s). Location (WGS84): (-3.438°E,47.615°N). 
- DU: wind direction (° in nautical convention). Location (WGS84): (-3.438°E,47.615°N). 
----------------- 
----------------- 
Scenario n°5
Type of Scenario: statistical event 
High Tide date: Not Concerned 
Data source: Not Concerned 
----------------- 
t (min)	NM (m/IGN69)	T (m/NM)	S (m)	Hs (m)	Tp (s)	Dp (° nautical)	U (m/s)	DU (° nautical) 
-180	 0.460	 0.09	 0.21	 0.99	 12.67	 269.16	 13.14	 236.74	
-170	 0.460	 0.27	 0.21	 0.99	 12.67	 267.41	 13.25	 237.39	
-160	 0.460	 0.47	 0.21	 1.01	 12.69	 265.86	 13.34	 237.26	
-150	 0.460	 0.65	 0.21	 1.02	 12.76	 264.01	 13.40	 237.13	
-140	 0.460	 0.82	 0.21	 1.03	 12.83	 262.02	 13.46	 236.37	
-130	 0.460	 1.00	 0.21	 1.04	 12.93	 259.87	 13.51	 236.18	
-120	 0.460	 1.16	 0.21	 1.05	 13.05	 257.37	 13.52	 236.69	
-110	 0.460	 1.31	 0.21	 1.07	 13.12	 255.53	 13.57	 237.20	
-100	 0.460	 1.45	 0.22	 1.08	 13.23	 254.01	 13.64	 238.56	
-90	 0.460	 1.57	 0.22	 1.10	 13.35	 253.01	 13.72	 240.27	
-80	 0.460	 1.69	 0.22	 1.12	 13.46	 252.05	 13.82	 242.38	
-70	 0.460	 1.80	 0.22	 1.13	 13.58	 250.93	 13.97	 243.97	
-60	 0.460	 1.90	 0.22	 1.14	 13.68	 249.97	 14.06	 246.06	
-50	 0.460	 1.97	 0.22	 1.16	 13.77	 249.12	 14.13	 248.67	
-40	 0.460	 2.04	 0.22	 1.17	 13.81	 248.01	 14.21	 251.23	
-30	 0.460	 2.09	 0.21	 1.19	 13.85	 246.72	 14.25	 253.25	
-20	 0.460	 2.13	 0.21	 1.19	 13.88	 245.53	 14.26	 255.29	
-10	 0.460	 2.15	 0.22	 1.21	 13.95	 244.37	 14.22	 257.79	
  0	 0.460	 2.16	 0.22	 1.23	 14.03	 243.74	 14.19	 259.65	
 10	 0.460	 2.16	 0.22	 1.24	 14.13	 242.69	 14.16	 261.26	
 20	 0.460	 2.13	 0.22	 1.26	 14.24	 241.66	 14.11	 263.27	
 30	 0.460	 2.09	 0.22	 1.27	 14.35	 240.84	 14.09	 265.58	
 40	 0.460	 2.04	 0.22	 1.29	 14.46	 240.15	 14.02	 267.81	
 50	 0.460	 1.98	 0.21	 1.30	 14.58	 239.57	 13.96	 269.15	
 60	 0.460	 1.90	 0.21	 1.31	 14.67	 239.08	 13.85	 269.89	
 70	 0.460	 1.81	 0.21	 1.32	 14.76	 238.44	 13.75	 270.73	
 80	 0.460	 1.71	 0.21	 1.33	 14.85	 237.50	 13.62	 272.29	
 90	 0.460	 1.59	 0.21	 1.33	 14.94	 236.43	 13.50	 273.89	
100	 0.460	 1.46	 0.21	 1.34	 15.02	 235.38	 13.37	 276.12	
110	 0.460	 1.32	 0.21	 1.36	 15.11	 234.37	 13.23	 278.17	
120	 0.460	 1.17	 0.21	 1.37	 15.20	 233.32	 13.11	 280.61	
130	 0.460	 1.01	 0.21	 1.38	 15.24	 232.40	 13.00	 282.80	
140	 0.460	 0.84	 0.21	 1.39	 15.28	 231.57	 12.89	 284.82	
150	 0.460	 0.66	 0.21	 1.40	 15.32	 231.25	 12.74	 286.45	
160	 0.460	 0.48	 0.20	 1.42	 15.38	 230.67	 12.61	 287.76	
170	 0.460	 0.29	 0.21	 1.43	 15.39	 230.23	 12.51	 290.25	
180	 0.460	 0.10	 0.21	 1.45	 15.38	 230.17	 12.41	 292.22	
